"","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","num_trade_centers","num_trade_centers_1","num_trade_centers_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","GDP_1900","GDP_1910","GDP_1925","GDP_1938","GDP_1950","GDP_1960","GDP_1970","GDP_1980","GDP_1990","GDP_2000","GDP_2010","GDP_2015","GDP_11_1900","GDP_11_1910","GDP_11_1925","GDP_11_1938","GDP_11_1950","GDP_11_1960","GDP_11_1970","GDP_11_1980","GDP_11_1990","GDP_11_2000","GDP_11_2010","GDP_11_2015","AREA","POP_1900","POP_1910","POP_1925","POP_1938","POP_1950","POP_1960","POP_1970","POP_1980","POP_1990","POP_2000","POP_2010","POP_2015","AGSH_1900","AGSH_1910","AGSH_1925","AGSH_1938","AGSH_1950","AGSH_1960","AGSH_1970","AGSH_1980","AGSH_1990","AGSH_2000","AGSH_2010","AGSH_2015","INDSH_1900","INDSH_1910","INDSH_1925","INDSH_1938","INDSH_1950","INDSH_1960","INDSH_1970","INDSH_1980","INDSH_1990","INDSH_2000","INDSH_2010","INDSH_2015","SERSH_1900","SERSH_1910","SERSH_1925","SERSH_1938","SERSH_1950","SERSH_1960","SERSH_1970","SERSH_1980","SERSH_1990","SERSH_2000","SERSH_2010","SERSH_2015"
"32","DE60","DE6","Germany",1,1,1,1,1,1,0,29.5,31.7900009155273,53.5667304992676,10.0301208496094,0,0,0,0,1,1,1,1.29800000316949,8.30000019073486,0.751542270183563,0.198687940835953,0,0,1,0,83.5100021362305,0,8,"Hamburg","4251","5671","7901","10542","8405","24958",34681,40651,47795,58115,62317,63959,"5179","7483","8291","12931","11932","39725",54676,63161,74913,104197,124311,137082,755,"969","1256","1483","1698","1606","1832",1794,1649,1626,1705,1774,1773,"0,029","0,024","0,022","0,025","0,027",0.015,0.012,0.009,0.007,0.003,0.003,"0,002","0,393","0,407","0,376","0,384","0,385",0.395,0.358,0.283,0.229,0.169,0.13,"0,128","0,578","0,569","0,602","0,59","0,588",0.59,0.629,0.708,0.764,0.828,0.867,"0,87"
"33","DE71+DE72","DE7","Germany",1,1,1,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,28.0526315789474,31.7900009155273,50.1814482839484,8.66671968761243,1,0,0,0,1,1,1,1.50236841320165,226.078948171515,1.3140516500724,3.25649089562266,0,0,0,0,76.3099975585938,0,13,"Darmstadt and Giessen","5171","7631","8192","13128","14917","31154",53522,75604,106405,120453,123673,175019,"6299","10068","8596","16104","21176","49586",84380,117470,166778,215968,246706,375119,12826,"1791","2169","2317","2968","3063","3558",4033,4304,4473,4783,4837,5661,"0,311","0,269","0,278","0,25","0,202",0.104,0.045,0.032,0.018,0.009,0.008,"0,005","0,393","0,429","0,425","0,431","0,426",0.482,0.5,0.391,0.342,0.246,0.204,"0,165","0,296","0,302","0,297","0,319","0,373",0.414,0.455,0.576,0.639,0.745,0.789,"0,83"
"34","DE73","DE7","Germany",1,0,0,0.142857142857143,0,0,0,23,31.7900009155273,51.0936758858817,9.50636073521205,0,0,0,0,0,0,0,1.40385711952866,246.657141549246,2.28990939685277,2.44293005125863,0,0,0,0,76.3099975585938,0,6,"Kassel, Regierungsbezirk","1924","2804","2975","4522","3810","7957",12597,16327,21254,22802,24153,24196,"2345","3700","3122","5547","5409","12666",19861,25368,33313,40884,48182,51859,8289,"709","790","867","1111","1261","1256",1349,1401,1188,1269,1225,1208,"0,464","0,462","0,44","0,405","0,343",0.232,0.122,0.085,0.049,0.025,0.019,"0,016","0,305","0,32","0,322","0,333","0,357",0.419,0.452,0.381,0.359,0.297,0.268,"0,271","0,231","0,218","0,238","0,262","0,301",0.349,0.426,0.535,0.592,0.678,0.713,"0,713"
"35","DE80","DE8","Germany",1,1,1,0.222222222222222,0.222222222222222,0.277777777777778,0,26.5,31.7900009155273,53.8333740234375,12.5655313597785,0,1,1,1,1,1,0,1.63961112058635,34.4500000609292,0.289506192008654,0.328584363891019,0,1,1,0,83.25,1,9,"Mecklenburg-Vorpommern","2910","3511","3424","7195","7843","11376",14345,19840,13204,22199,23482,23336,"3545","4632","3593","8826","11134","18107",22616,30827,20696,39801,46843,50016,23194,"1357","1431","1516","1773","2253","2107",2095,2101,1964,1789,1651,1609,"0,472","0,466","0,463","0,396","0,475",0.346,0.249,0.199,0.19,0.034,0.031,"0,031","0,257","0,26","0,24","0,261","0,243",0.382,0.334,0.365,0.338,0.234,0.189,"0,185","0,271","0,274","0,297","0,343","0,282",0.272,0.417,0.436,0.473,0.732,0.78,"0,784"
"36","DE91+DE92","DE9","Germany",1,1,1,0.222222222222222,0.111111111111111,0.0555555555555556,0,22.5611111111111,31.7900009155273,52.1651123894585,10.0184534920586,0,0,0,0,1,1,1,1.50033332819124,189.561112933689,1.73528274562624,1.48011925154262,0,0,1,1,82.9899978637695,0,13,"Statistische Regionen Braunschweig und Hannover","4348","5472","6458","11062","12758","24859",36761,52865,62230,70208,75826,59612,"5297","7220","6776","13569","18112","39567",57957,82138,97538,125880,151258,127767,17148,"1676","1901","1977","2208","3274","3253",3363,3689,3647,3822,3759,3198,"0,343","0,347","0,315","0,258","0,221",0.128,0.07,0.051,0.033,0.017,0.014,"0,022","0,391","0,392","0,406","0,402","0,412",0.474,0.48,0.4,0.352,0.283,0.236,"0,237","0,266","0,261","0,279","0,34","0,367",0.397,0.45,0.549,0.615,0.701,0.75,"0,741"
"37","DE93","DE9","Germany",1,1,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,20.3,31.7900009155273,53.1696922995828,9.79724303158846,0,0,0,1,1,1,1,1.26109090744232,36.3454548662359,0.809581883928992,0.560459947044199,0,0,1,0,82.9899978637695,1,7,"Statistische Region Lüneburg","2165","2581","2506","4263","5852","9614",15298,15169,18694,23458,24437,24977,"2638","3405","2630","5229","8307","15301",24119,23569,29300,42059,48748,53533,15495,"808","916","876","1110","1646","1534",1691,1451,1467,1661,1694,1688,"0,541","0,541","0,575","0,503","0,391",0.263,0.148,0.126,0.082,0.043,0.043,"0,042","0,259","0,273","0,243","0,261","0,301",0.388,0.423,0.301,0.271,0.244,0.207,"0,204","0,2","0,186","0,181","0,236","0,308",0.349,0.429,0.574,0.647,0.713,0.75,"0,753"
"38","DE94","DE9","Germany",1,1,0,0.0588235294117647,0.0588235294117647,0,0,21,31.7900009155273,53.0488267786363,7.90258177588968,0,1,0,1,0,1,0,1.20147058581821,19.9882352878066,0.350303253487629,0.416502048425815,0,0,1,0,82.9899978637695,0,7,"Statistische Region Weser-Ems","2373","2653","3377","6285","6814","13184",17367,27383,33897,41103,45673,46618,"2891","3500","3544","7710","9674","20985",27380,42547,53130,73696,91110,99916,14971,"883","1009","1162","1265","1877","1854",2029,2107,2170,2416,2476,2476,"0,517","0,52","0,508","0,432","0,373",0.257,0.144,0.109,0.075,0.039,0.038,"0,037","0,261","0,268","0,239","0,249","0,317",0.382,0.415,0.359,0.324,0.282,0.256,"0,251","0,222","0,212","0,252","0,319","0,311",0.361,0.441,0.532,0.6,0.68,0.707,"0,712"
"39","DEA1","DEA","Germany",0,0,1,0,0,0.133333333333333,0,23.1,31.7900009155273,51.3391367594401,6.77312278747559,0,1,0,0,0,1,1,1.62766667642916,104.339999516805,0.486266326904297,1.92579699357351,0.46777974764506,0,0,1,78.1399993896484,0,0,"Düsseldorf, Regierungsbezirk","8187","13703","16725","23411","20618","51711",77309,85816,93704,109704,119989,119385,"9974","18081","17549","28718","29271","82306",121882,133337,146870,196695,239356,255879,5291,"2518","3419","3866","4083","4302","5376",5626,5209,5168,5264,5173,5139,"0,127","0,101","0,078","0,064","0,061",0.03,0.02,0.013,0.012,0.008,0.008,"0,008","0,613","0,632","0,61","0,587","0,583",0.583,0.553,0.445,0.375,0.264,0.212,"0,209","0,26","0,267","0,312","0,349","0,356",0.386,0.427,0.541,0.613,0.728,0.78,"0,783"
"40","DEA2","DEA","Germany",1,1,1,0.166666666666667,0.0833333333333333,0.0833333333333333,0,27.5,31.7900009155273,50.8593031565348,6.78393097718557,0,1,1,0,1,1,1,1.54099997932353,168.966668446859,0.564216360760232,2.15730868776639,0,0,1,1,78.1399993896484,1,13,"Köln, Regierungsbezirk","5332","7710","8982","12009","11126","27285",42572,60486,70412,90342,97155,100891,"6496","10172","9424","14731","15795","43428",67117,93981,110363,161979,193807,216241,7365,"1558","1869","2123","2242","2443","3063",3429,3914,3963,4264,4383,4388,"0,253","0,217","0,183","0,151","0,136",0.063,0.031,0.018,0.015,0.008,0.007,"0,006","0,457","0,489","0,47","0,461","0,488",0.508,0.484,0.399,0.339,0.239,0.189,"0,186","0,29","0,294","0,347","0,388","0,377",0.428,0.485,0.583,0.647,0.754,0.804,"0,808"
"41","DEA3","DEA","Germany",1,1,0,0.125,0.125,0,0,21.4,31.7900009155273,51.8392271995545,7.31764763593674,0,1,0,0,1,1,0,1.32750001309316,59.0125007629395,0.487748082377948,1.44732029736042,0,0,1,1,78.1399993896484,0,8,"Münster, Regierungsbezirk","2373","3956","5367","7816","8460","16620",23587,30832,36561,42599,48356,47425,"2891","5219","5632","9588","12010","26453",37187,47905,57305,76379,96461,101646,6911,"729","1019","1492","1598","1910","2259",2402,2412,2438,2609,2598,2596,"0,352","0,293","0,24","0,222","0,181",0.107,0.063,0.045,0.036,0.019,0.017,"0,016","0,443","0,521","0,525","0,499","0,536",0.558,0.528,0.444,0.384,0.289,0.241,"0,239","0,205","0,187","0,235","0,278","0,282",0.336,0.409,0.511,0.58,0.691,0.741,"0,745"
"42","DEA4","DEA","Germany",1,1,1,0.285714285714286,0.285714285714286,0.285714285714286,0,20.7,31.7900009155273,51.9688415527344,8.74054118565151,0,0,0,0,0,1,1,1.60928572322169,125.057144165039,1.49966471535819,1.52042777197702,0,0,1,0,78.1399993896484,1,7,"Detmold, Regierungsbezirk","2122","2803","3832","5557","7083","12023",19415,24719,30494,39244,41367,42026,"2585","3698","4021","6817","10055","19136",30610,38408,47796,70363,82520,90074,6523,"760","879","970","1152","1500","1606",1737,1814,1850,2049,2043,2042,"0,411","0,4","0,348","0,324","0,223",0.147,0.072,0.05,0.037,0.014,0.012,"0,011","0,368","0,396","0,439","0,421","0,462",0.527,0.539,0.47,0.429,0.344,0.288,"0,286","0,221","0,204","0,213","0,255","0,315",0.327,0.389,0.48,0.534,0.642,0.7,"0,703"
"43","DEA5","DEA","Germany",1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,0,20.1,31.7900009155273,51.3822682698568,7.72043498357137,0,0,0,0,1,1,1,1.38325001270345,224.074997901916,1.0628278652827,1.92924536267917,0,0,0,1,78.1399993896484,1,8,"Arnsberg, Regierungsbezirk","5097","7922","9672","13103","13442","29264",43149,52306,58997,64439,68936,68149,"6209","10453","10149","16073","19082","46578",68027,81271,92472,115536,137516,146064,8008,"1721","2368","2513","3403","3042","3598",3721,3691,3685,3814,3676,3579,"0,151","0,132","0,117","0,107","0,093",0.053,0.025,0.02,0.016,0.007,0.007,"0,006","0,632","0,645","0,611","0,573","0,59",0.604,0.58,0.495,0.431,0.337,0.279,"0,275","0,217","0,223","0,272","0,32","0,317",0.344,0.395,0.485,0.553,0.656,0.714,"0,719"
"44","DEB1","DEB","Germany",0,0,0,0,0,0,0,19.6,31.7900009155273,50.2691424976696,7.50014595551924,1,0,0,0,0,0,0,1.21899999661035,312.454541986639,0.964634310115466,2.9368015202609,0.814672914418307,0,0,0,80.5800018310547,1,0,"Statistische Region Koblenz","2712","3837","3757","4961","4714","7564",12724,16446,19716,24951,26887,27229,"3304","5063","3942","6085","6692","12040",20061,25553,30903,44736,53635,58360,8073,"883","974","1006","1062","1140","1268",1354,1363,1377,1516,1491,1486,"0,481","0,487","0,469","0,417","0,373",0.222,0.098,0.065,0.044,0.019,0.016,"0,014","0,3","0,308","0,306","0,312","0,335",0.406,0.439,0.376,0.341,0.295,0.265,"0,268","0,218","0,206","0,224","0,271","0,293",0.372,0.464,0.559,0.615,0.687,0.72,"0,718"
"45","DEB2","DEB","Germany",0,0,0,0,0,0,0,25.7,31.7900009155273,49.9390785217285,6.69565687179565,1,1,0,0,1,0,0,1.22180000834998,361.059997558594,0.267647802829742,2.54572749137878,0.77951009273529,0,1,0,80.5800018310547,0,0,"Statistische Region Trier","987","1221","1452","1896","1689","2264",4165,5731,6878,7866,8664,8784,"1203","1612","1524","2326","2398","3603",6566,8904,10781,14103,17283,18826,4924,"352","388","417","440","429","459",482,471,478,512,514,525,"0,649","0,682","0,643","0,586","0,553",0.384,0.223,0.141,0.095,0.046,0.034,"0,03","0,197","0,193","0,17","0,182","0,209",0.282,0.343,0.318,0.301,0.282,0.261,"0,263","0,154","0,125","0,187","0,232","0,238",0.334,0.434,0.541,0.604,0.672,0.706,"0,707"
"46","DEB3","DEB","Germany",0,0,0,0,0,0,0,25.3,31.7900009155273,49.4526330947876,8.02260317802429,0,1,1,0,1,1,1,1.63189999541502,230.369996643066,0.421920705586672,3.78404855728149,0.727006298303604,0,1,0,80.5800018310547,1,0,"Statistische Region Rheinhessen-Pfalz","2785","4155","5013","7481","6193","11201",21867,27173,31333,36445,39408,41221,"3393","5482","5261","9177","8791","17828",34475,42220,49110,65344,78613,88349,6851,"1060","1197","1316","1434","1436","1690",1809,1805,1847,2003,2008,2025,"0,379","0,373","0,34","0,297","0,298",0.17,0.085,0.061,0.044,0.027,0.025,"0,024","0,373","0,389","0,423","0,42","0,414",0.479,0.507,0.432,0.386,0.301,0.256,"0,251","0,248","0,238","0,237","0,283","0,288",0.351,0.408,0.507,0.571,0.672,0.718,"0,725"
"47","DEC0","DEC","Germany",0,0,0,0,0,0,0,19.7,31.7900009155273,49.37424659729,6.96450551350911,0,1,0,0,0,0,0,1.4633333582101,274.566670735677,0.157424807858964,3.05937242507934,0.451576987902323,0,0,1,85.4800033569336,0,0,"Saarland","1590","2613","3031","3997","3503","7691",11021,14048,16419,18954,20163,20503,"1937","3447","3180","4903","4973","12241",17375,21827,25735,33983,40221,43944,2569,"543","710","805","824","955","1073",1120,1068,1065,1072,1023,995,"0,229","0,197","0,134","0,145","0,15",0.084,0.024,0.022,0.013,0.006,0.005,"0,005","0,561","0,577","0,591","0,524","0,554",0.542,0.517,0.449,0.39,0.319,0.279,"0,276","0,21","0,227","0,275","0,331","0,296",0.374,0.46,0.529,0.598,0.676,0.716,"0,719"
"48","DED2","DED","Germany",1,1,1,0.0909090909090909,0.0909090909090909,0.181818181818182,0,33.8,31.7900009155273,51.1596027721058,14.1522254076871,0,1,0,0,1,0,0,1.37981818371971,208.809089660644,0.249204933643341,2.79446619207209,0,1,0,1,86.4400024414062,1,7,"Dresden, NUTS 2-Region","4369","5987","8082","12081","5870","11462",15277,19722,13175,22006,24591,26068,"5323","7899","8481","14819","8334","18243",24085,30643,20651,39456,49055,55873,7931,"1502","1778","1831","1902","1981","1885",1873,1806,1765,1725,1631,1602,"0,108","0,077","0,085","0,075","0,178",0.116,0.095,0.078,0.074,0.021,0.016,"0,015","0,7","0,723","0,706","0,675","0,506",0.656,0.571,0.572,0.539,0.296,0.255,"0,256","0,192","0,2","0,209","0,25","0,316",0.227,0.335,0.35,0.387,0.683,0.729,"0,73"
"49","DED4","DED","Germany",1,0,0,0.0833333333333333,0,0,0,29.7,31.7900009155273,50.690175374349,12.7252295811971,1,1,0,0,1,0,0,1.37516666132261,441.75,0.240381562771897,3.38822573423386,0,1,0,0,86.4400024414062,1,6,"Chemnitz, NUTS 2-Region","5574","6984","8765","11928","7573","12848",17554,21900,10679,20596,22198,22131,"6791","9215","9197","14631","10751","20450",27675,34027,16739,36928,44282,47434,6524,"1830","2106","2163","2259","2334","2112",2048,1930,1779,1639,1540,1472,"0,231","0,201","0,199","0,148","0,099",0.083,0.066,0.058,0.051,0.023,0.017,"0,015","0,493","0,506","0,524","0,522","0,668",0.732,0.642,0.629,0.595,0.348,0.315,"0,317","0,276","0,293","0,277","0,331","0,233",0.184,0.292,0.313,0.354,0.629,0.668,"0,667"
"50","DED5","DED","Germany",1,0,1,0.166666666666667,0,0.333333333333333,0,33.9,31.7900009155273,51.3108717600504,12.6720434824626,0,0,1,0,1,0,0,1.79250000894866,139.733336130778,0.852910945812862,2.80232151349386,0,1,0,1,86.4400024414062,0,6,"Leipzig, NUTS 2-Region","3099","4273","5549","8033","4677","9098",12319,14910,8741,13860,15783,17742,"3775","5638","5822","9854","6640","14480",19422,23166,13701,24850,31485,38026,3965,"1022","1230","1307","1358","1652","1519",1491,1412,1249,1096,997,1005,"0,169","0,126","0,124","0,107","0,159",0.123,0.093,0.084,0.082,0.016,0.014,"0,011","0,507","0,545","0,543","0,51","0,517",0.635,0.554,0.544,0.503,0.252,0.201,"0,192","0,324","0,329","0,332","0,383","0,325",0.242,0.353,0.372,0.415,0.732,0.785,"0,797"
"51","DEE0","DEE","Germany",1,1,1,0.0714285714285714,0.0714285714285714,0.285714285714286,0,24.6,31.7900009155273,51.9096878596715,11.7566148212978,0,0,0,0,1,1,0,1.66635715243313,104.678570883615,1.4441385098866,2.04841737236295,0,1,1,1,81.4300003051758,1,12,"Sachsen-Anhalt","6427","7708","9334","17078","10734","19287",25238,33049,19449,32040,34319,32905,"7829","10171","9794","20949","15238","30699",39789,51350,30484,57447,68461,70525,20450,"2672","2924","3058","3340","3641","3347",3243,3101,2965,2649,2356,2249,"0,372","0,364","0,331","0,279","0,266",0.199,0.145,0.118,0.118,0.026,0.022,"0,021","0,381","0,394","0,413","0,425","0,437",0.578,0.514,0.52,0.484,0.288,0.254,"0,251","0,247","0,242","0,255","0,296","0,297",0.223,0.341,0.362,0.398,0.687,0.724,"0,727"
"52","DEF0","DEF","Germany",1,1,1,0.0666666666666667,0.0666666666666667,0.2,0,22.8,31.7900009155273,54.1326049804687,9.94921398162842,0,1,0,1,1,1,1,1.45446665925237,21.0599999109904,0.261805284892519,0.201992940918232,0,0,1,0,90.3000030517578,1,8,"Schleswig-Holstein","3402","4146","4389","7229","8752","15155",23696,33681,40232,47922,49131,50109,"4145","5471","4606","8868","12425","24121",37359,52332,63059,85922,98008,107399,15800,"1210","1388","1470","1539","2595","2317",2494,2605,2595,2777,2832,2848,"0,355","0,332","0,333","0,293","0,254",0.161,0.094,0.072,0.047,0.027,0.027,"0,028","0,308","0,324","0,323","0,318","0,351",0.393,0.372,0.302,0.269,0.227,0.195,"0,196","0,337","0,344","0,344","0,389","0,395",0.447,0.534,0.626,0.683,0.747,0.778,"0,776"
"53","DEG0","DEG","Germany",1,1,1,0.0434782608695652,0.0434782608695652,0.130434782608696,0,27.9,31.7900009155273,50.9007571676503,11.1068340384442,1,0,1,0,1,1,1,1.52265216925439,323.378258083178,1.2296887351119,2.88586597857268,0,1,0,0,91.6699981689453,1,10,"Thüringen","4417","6145","7277","12298","8756","15705",20454,27977,16978,29406,31642,33252,"5381","8108","7636","15085","12430","24997",32247,43469,26611,52723,63120,71269,16173,"1881","2116","1905","2034","2693","2520",2547,2529,2684,2449,2250,2170,"0,329","0,303","0,297","0,249","0,272",0.188,0.132,0.102,0.098,0.026,0.02,"0,022","0,458","0,487","0,485","0,488","0,456",0.605,0.546,0.56,0.522,0.318,0.294,"0,293","0,214","0,21","0,218","0,263","0,271",0.206,0.322,0.338,0.38,0.657,0.686,"0,685"
"54","FR10","FR1","France",1,1,1,0.125,0.125,0.125,1,39.7,62.3699989318848,48.7961931228638,2.33265197277069,0,0,1,0,1,0,0,1.72150001022028,80.6624999046326,1.51220418512821,1.54775685071945,0,0,0,1,73.5,1,6,"Île de France","26210","27297","42120","49209","63954","100635",164171,220313,293506,362145,419249,444883,"37234","40463","53301","62044","85228","139425",243984,334114,394163,543036,700231,791723,12012,"4608","5265","6072","6925","7317","8470",9879,10073,10661,11031,11853,12092,"0,079","0,067","0,044","0,028","0,03",0.019,0.012,0.007,0.004,0.004,0.002,"0,002","0,467","0,526","0,493","0,403","0,456",0.432,0.397,0.322,0.261,0.17,0.14,"0,12","0,454","0,406","0,463","0,569","0,515",0.549,0.591,0.671,0.735,0.826,0.858,"0,878"
"55","FR21","FR2","France",1,0,0,0.5,0,0,0,19.6,62.3699989318848,48.7780752182007,4.57741665840149,0,1,0,0,1,0,0,1.87100002241671,192.074998855591,1.04645131155849,2.30004477500916,0,0,1,0,65.629997253418,0,13,"Champagne-Ardenne","4041","3721","4531","5243","5106","8085",14146,20532,22544,26229,24522,24886,"5741","5516","5734","6611","6805","11201",21023,31138,30276,39330,40957,44288,25606,"1233","1213","1097","1136","1133","1206",1337,1346,1348,1342,1336,1340,"0,401","0,382","0,334","0,261","0,291",0.215,0.15,0.112,0.094,0.072,0.063,"0,086","0,38","0,43","0,419","0,368","0,383",0.417,0.437,0.396,0.342,0.275,0.246,"0,217","0,219","0,187","0,247","0,371","0,326",0.368,0.413,0.492,0.564,0.653,0.692,"0,697"
"56","FR22","FR2","France",0,0,0,0,0,0,0,21.6,62.3699989318848,49.6116358439128,2.77525242169698,0,1,0,1,1,0,0,1.97099999940263,94.9666646321614,0.821631888548533,1.10058285792668,0.818377176920574,0,0,0,71.8499984741211,0,0,"Picardie","4466","4023","4857","5947","5910","9823",18231,23294,27901,31865,31200,31936,"6345","5964","6146","7498","7875","13609",27094,35326,37470,47781,52111,56834,19399,"1480","1462","1300","1371","1386","1481",1679,1740,1811,1863,1918,1934,"0,368","0,396","0,309","0,284","0,32",0.224,0.145,0.096,0.066,0.046,0.034,"0,04","0,408","0,388","0,446","0,357","0,365",0.418,0.452,0.42,0.363,0.286,0.246,"0,215","0,225","0,216","0,243","0,36","0,314",0.359,0.403,0.484,0.571,0.668,0.72,"0,745"
"57","FR23","FR2","France",1,0,0,0.5,0,0,0,19.3,62.3699989318848,49.3686084747314,0.988852798938751,0,1,0,1,1,0,0,1.97300001071151,147.200004577637,0.520467966794968,0.382295534014702,0,0,1,0,64.2900009155273,0,6,"Haute-Normandie","4481","5130","4968","5616","5976","9712",17868,26527,28971,33902,34094,35477,"6366","7604","6287","7081","7963","13455",26555,40229,38906,50836,56944,63136,12318,"1184","1200","1195","1234","1274","1398",1596,1655,1737,1785,1839,1861,"0,309","0,238","0,253","0,23","0,258",0.178,0.113,0.069,0.046,0.029,0.021,"0,021","0,431","0,566","0,452","0,364","0,365",0.402,0.428,0.408,0.359,0.289,0.259,"0,23","0,261","0,196","0,295","0,405","0,377",0.42,0.458,0.523,0.596,0.682,0.72,"0,749"
"58","FR24","FR2","France",1,0,0,0.333333333333333,0,0,0,24,62.3699989318848,47.5135040283203,1.63028905789057,0,0,1,0,1,0,0,1.52250000382628,131.600002288819,2.29663397868474,2.18811500072479,0,0,1,0,74.9499969482422,0,6,"Centre","4961","4856","6092","6519","7501","11456",22715,30923,39862,46277,45660,47027,"7048","7199","7710","8220","9996","15871",33758,46896,53532,69392,76262,83691,39151,"1895","1876","1726","1731","1758","1858",2153,2264,2371,2451,2557,2584,"0,565","0,543","0,54","0,44","0,46",0.313,0.191,0.116,0.073,0.049,0.035,"0,038","0,251","0,29","0,25","0,269","0,255",0.332,0.392,0.379,0.348,0.279,0.248,"0,214","0,185","0,165","0,212","0,291","0,285",0.355,0.417,0.505,0.58,0.672,0.717,"0,748"
"59","FR25","FR2","France",0,0,0,0,0,0,0,25.2,62.3699989318848,48.919620513916,-0.546847637742759,0,1,1,1,1,0,0,1.84099998893592,148.433334350586,0.397416656215986,0.354549090067546,1.2559380531311,0,0,0,72.5299987792969,0,0,"Basse-Normandie","3229","3089","3696","4231","4925","7802",13473,16667,20759,24190,24495,26005,"4587","4579","4677","5334","6563","10809",20022,25277,27879,36273,40911,46280,17589,"1236","1185","1094","1129","1165","1208",1306,1351,1391,1427,1476,1480,"0,56","0,537","0,544","0,481","0,502",0.403,0.297,0.192,0.121,0.074,0.053,"0,052","0,24","0,276","0,237","0,255","0,226",0.269,0.313,0.328,0.306,0.264,0.247,"0,216","0,198","0,187","0,22","0,264","0,272",0.328,0.39,0.48,0.573,0.663,0.7,"0,732"
"60","FR26","FR2","France",1,0,0,0.25,0,0,0,23.9,62.3699989318848,47.274079322815,4.11716669797897,0,0,0,0,1,0,0,1.85650000008375,324.449989318848,1.96541604399681,3.34175896644592,0,0,1,0,72.1500015258789,0,6,"Bourgogne","4127","4026","5107","5226","6711","10589",16146,21175,25925,29269,28879,30487,"5863","5968","6463","6589","8944","14670",23995,32113,34815,43888,48234,54255,31582,"1629","1564","1413","1393","1375","1439",1571,1596,1610,1613,1643,1643,"0,563","0,545","0,514","0,373","0,422",0.293,0.185,0.119,0.084,0.062,0.051,"0,049","0,255","0,288","0,284","0,3","0,28",0.343,0.388,0.37,0.324,0.268,0.236,"0,199","0,182","0,166","0,201","0,326","0,298",0.364,0.427,0.51,0.592,0.67,0.713,"0,752"
"61","FR30","FR3","France",0,0,0,0,0,0,0,24.6,62.3699989318848,50.5211906433105,2.7604867219925,0,1,0,1,1,0,1,1.63499999951762,98.1499977111815,0.263838499784469,0.622115731239319,0.878638386726381,0,0,1,73.4400024414062,0,0,"Nord - Pas-de-Calais","8869","8683","11243","14842","15164","23889",38212,49534,55914,65407,69442,73573,"12600","12870","14228","18713","20208","33097",56788,75121,75090,98077,115983,130933,12414,"2800","3010","2953","3287","3376","3660",3914,3933,3965,4001,4042,4089,"0,225","0,188","0,169","0,114","0,148",0.109,0.075,0.052,0.037,0.024,0.017,"0,018","0,556","0,611","0,619","0,576","0,558",0.536,0.503,0.433,0.331,0.257,0.219,"0,186","0,22","0,201","0,212","0,309","0,294",0.355,0.422,0.515,0.632,0.719,0.764,"0,796"
"62","FR41","FR4","France",1,1,0,0.25,0.25,0,0,21.7,62.3699989318848,48.7883911132812,6.10504007339478,0,1,0,0,1,0,1,1.85600001039503,303.67499923706,0.523006498813629,2.86865431070328,0,0,0,0,66.9000015258789,0,7,"Lorraine","5303","6621","7205","8079","9132","15608",24955,30857,34906,39622,38450,39320,"7534","9814","9118","10186","12169","21624",37088,46796,46877,59414,64220,69975,23547,"2337","2587","1760","1908","1956","2194",2331,2320,2306,2314,2351,2340,"0,336","0,293","0,248","0,158","0,075",0.17,0.299,0.292,0.29,0.205,0.032,"0,028","0,416","0,524","0,492","0,499","0,491",0.434,0.362,0.357,0.345,0.34,0.26,"0,213","0,249","0,183","0,259","0,343","0,434",0.396,0.339,0.352,0.366,0.454,0.709,"0,758"
"63","FR42","FR4","France",1,1,0,0.5,0.5,0,0,29.4,62.3699989318848,48.2326450347901,7.4090530872345,0,1,0,0,1,0,1,1.66100001063751,214.050003051758,0.261883400380611,3.88456118106842,0,0,0,0,71.9300003051758,0,8,"Alsace","3201","4109","4918","5950","6087","9216",16629,24055,30092,36165,36043,38546,"4548","6091","6224","7502","8112","12768",24714,36480,40413,54229,60199,68596,8280,"1141","1218","1154","1210","1218","1318",1517,1566,1624,1745,1852,1880,"0,387","0,373","0,319","0,197","0,249",0.163,0.09,0.046,0.029,0.021,0.016,"0,018","0,366","0,375","0,428","0,452","0,449",0.456,0.45,0.421,0.368,0.299,0.263,"0,223","0,247","0,254","0,254","0,35","0,301",0.381,0.461,0.534,0.603,0.68,0.721,"0,76"
