Country (current borders);NUTS-Codes;Region;GDP_1900;GDP_1910;GDP_1925;GDP_1938;GDP_1950;GDP_1960;GDP_1970;GDP_1980;GDP_1990;GDP_2000;GDP_2010;GDP_2015;GDP_11_1900;GDP_11_1910;GDP_11_1925;GDP_11_1938;GDP_11_1950;GDP_11_1960;GDP_11_1970;GDP_11_1980;GDP_11_1990;GDP_11_2000;GDP_11_2010;GDP_11_2015;AREA;POP_1900;POP_1910;POP_1925;POP_1938;POP_1950;POP_1960;POP_1970;POP_1980;POP_1990;POP_2000;POP_2010;POP_2015;AGSH_1900;AGSH_1910;AGSH_1925;AGSH_1938;AGSH_1950;AGSH_1960;AGSH_1970;AGSH_1980;AGSH_1990;AGSH_2000;AGSH_2010;AGSH_2015;INDSH_1900;INDSH_1910;INDSH_1925;INDSH_1938;INDSH_1950;INDSH_1960;INDSH_1970;INDSH_1980;INDSH_1990;INDSH_2000;INDSH_2010;INDSH_2015;SERSH_1900;SERSH_1910;SERSH_1925;SERSH_1938;SERSH_1950;SERSH_1960;SERSH_1970;SERSH_1980;SERSH_1990;SERSH_2000;SERSH_2010;SERSH_2015
Germany;DEF0;Schleswig-Holstein;3402;4146;4389;7229;8752;15155;23696;33681;40232;47922;49131;50109;4145;5471;4606;8868;12425;24121;37359;52332;63059;85922;98008;107399;15800;1210;1388;1470;1539;2595;2317;2494;2605;2595;2777;2832;2848;0,355;0,332;0,333;0,293;0,254;0,161;0,094;0,072;0,047;0,027;0,027;0,028;0,308;0,324;0,323;0,318;0,351;0,393;0,372;0,302;0,269;0,227;0,195;0,196;0,337;0,344;0,344;0,389;0,395;0,447;0,534;0,626;0,683;0,747;0,778;0,776
Germany;DEG0;Thüringen;4417;6145;7277;12298;8756;15705;20454;27977;16978;29406;31642;33252;5381;8108;7636;15085;12430;24997;32247;43469;26611;52723;63120;71269;16173;1881;2116;1905;2034;2693;2520;2547;2529;2684;2449;2250;2170;0,329;0,303;0,297;0,249;0,272;0,188;0,132;0,102;0,098;0,026;0,02;0,022;0,458;0,487;0,485;0,488;0,456;0,605;0,546;0,56;0,522;0,318;0,294;0,293;0,214;0,21;0,218;0,263;0,271;0,206;0,322;0,338;0,38;0,657;0,686;0,685
Italy;ITC1;Piemonte;6982;9250;12705;16251;18276;31049;55160;71149;82068;93493;89455;84400;8284;10284;11412;14220;19321;36639;71330;109958;125723;163414;166851;163208;25387;3244;3354;3311;3417;3545;3907;4401;4469;4316;4234;4452;4420;0,612;0,555;0,488;0,421;0,356;0,281;0,141;0,106;0,064;0,04;0,054;0,023;0,226;0,273;0,299;0,349;0,387;0,425;0,513;0,446;0,385;0,349;0,272;0,27;0,162;0,172;0,213;0,23;0,257;0,295;0,346;0,448;0,551;0,611;0,674;0,707
Italy;ITC2;Valle d’Aosta/Vallée d’Aoste;173;240;339;407;531;1025;1622;2041;2647;2742;3215;2899;205;266;304;357;562;1209;2097;3155;4056;4792;5996;5605;3261;80;78;79;82;96;102;110;112;116;119;128;128;0,768;0,72;0,638;0,586;0,567;0,392;0,237;0,125;0,099;0,052;0,044;0,035;0,091;0,121;0,184;0,243;0,264;0,33;0,321;0,307;0,258;0,221;0,235;0,184;0,141;0,158;0,178;0,172;0,169;0,278;0,442;0,568;0,643;0,726;0,721;0,781
Italy;ITC3;Liguria;2889;4511;5660;8450;8914;13275;19337;24704;28769;32486;31611;31585;3428;5015;5084;7394;9424;15665;25006;38178;44073;56782;58960;61077;5416;1078;1200;1329;1470;1574;1739;1857;1826;1696;1591;1616;1582;0,425;0,358;0,298;0,253;0,264;0,205;0,119;0,076;0,039;0,032;0,034;0,019;0,262;0,317;0,31;0,355;0,297;0,316;0,327;0,275;0,232;0,214;0,194;0,165;0,313;0,325;0,392;0,392;0,439;0,479;0,554;0,649;0,729;0,754;0,772;0,816
Italy;ITC4;Lombardia;9510;13519;19033;27333;34867;63937;113198;151689;192693;223980;237080;236703;11283;15029;17096;23918;36861;75448;146382;234428;295193;391488;442200;457723;23864;4286;4792;5104;5742;6518;7277;8376;8813;8859;9058;9872;9992;0,506;0,44;0,358;0,285;0,245;0,136;0,063;0,044;0,04;0,026;0,027;0,012;0,316;0,37;0,407;0,455;0,456;0,512;0,551;0,498;0,413;0,367;0,318;0,273;0,178;0,19;0,236;0,26;0,299;0,352;0,386;0,458;0,547;0,607;0,655;0,715
Italy;ITH1+ITH2;Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento;767;1040;1807;2233;2730;4752;8840;15447;19587;23655;24856;26571;910;1157;1624;1954;2886;5607;11431;23873;30006;41346;46361;51381;13606;516;559;687;688;739;778;841;892;925;950;1033;1055;0,682;0,631;0,571;0,502;0,503;0,407;0,198;0,148;0,102;0,075;0,07;0,047;0,152;0,169;0,181;0,222;0,213;0,236;0,285;0,262;0,255;0,236;0,24;0,211;0,166;0,2;0,249;0,277;0,284;0,357;0,517;0,591;0,643;0,689;0,69;0,742
Italy;ITH3;Veneto;3854;6104;7607;9948;13180;22021;39228;62442;80495;99496;104465;100482;4572;6786;6833;8705;13934;25986;50727;96502;123313;173906;194848;194307;18407;2540;2897;3236;3503;3835;3777;4098;4338;4407;4554;4925;4922;0,626;0,602;0,573;0,527;0,505;0,326;0,172;0,122;0,081;0,051;0,047;0,028;0,198;0,213;0,222;0,25;0,245;0,341;0,42;0,428;0,398;0,378;0,344;0,314;0,176;0,185;0,205;0,223;0,25;0,333;0,408;0,45;0,521;0,571;0,609;0,659
Italy;ITH4;Friuli-Venezia Giulia;1341;1919;3196;4782;4647;6400;11765;16397;20698;25194;25775;23637;1591;2133;2871;4184;4913;7552;15214;25341;31707;44035;48075;45707;7862;877;1110;1002;1127;1197;1169;1237;1265;1214;1186;1235;1226;0,476;0,444;0,446;0,419;0,4;0,301;0,16;0,088;0,062;0,043;0,043;0,024;0,308;0,286;0,317;0,307;0,283;0,316;0,368;0,357;0,306;0,297;0,277;0,267;0,216;0,271;0,237;0,273;0,316;0,383;0,472;0,556;0,632;0,66;0,68;0,71
Italy;ITH5;Emilia-Romagna;4607;7152;9972;11706;13848;25439;43488;67809;79042;95443;99089;99085;5466;7951;8957;10243;14640;30019;56237;104796;121086;166823;184819;191604;22453;2505;2747;3028;3284;3520;3616;3830;3967;3953;4048;4414;4446;0,63;0,586;0,606;0,586;0,497;0,312;0,175;0,136;0,102;0,062;0,053;0,026;0,2;0,239;0,199;0,21;0,231;0,339;0,407;0,386;0,355;0,338;0,307;0,287;0,17;0,175;0,196;0,205;0,273;0,348;0,418;0,478;0,542;0,6;0,641;0,687
Italy;ITI1;Toscana;4177;6180;8591;10178;11631;20646;36370;51790;60982;73219;75241;73113;4956;6870;7717;8906;12296;24363;47032;80039;93420;127977;140338;141381;22987;2494;2631;2760;2929;3165;3279;3481;3605;3591;3557;3740;3749;0,578;0,516;0,51;0,475;0,425;0,282;0,134;0,115;0,055;0,033;0,038;0,034;0,244;0,301;0,265;0,286;0,3;0,376;0,424;0,392;0,336;0,314;0,27;0,248;0,179;0,183;0,225;0,24;0,276;0,342;0,442;0,492;0,609;0,653;0,692;0,718
Italy;ITI2;Umbria;1037;1287;1754;2351;2535;4357;7072;11201;12996;15430;15514;14206;1230;1431;1575;2057;2680;5141;9145;17311;19909;26970;28937;27472;8464;571;584;630;716;804;781;774;806;821;845;904;894;0,741;0,7;0,68;0,645;0,567;0,455;0,22;0,151;0,098;0,047;0,042;0,035;0,149;0,172;0,177;0,196;0,21;0,268;0,361;0,406;0,327;0,307;0,278;0,248;0,11;0,128;0,143;0,158;0,223;0,277;0,419;0,442;0,576;0,646;0,68;0,717
Italy;ITI3;Marche;1595;2136;2702;3366;4063;6813;11525;18750;22253;27523;29348;26899;1893;2375;2427;2946;4295;8039;14904;28978;34090;48107;54740;52016;9401;1060;1093;1148;1250;1349;1315;1347;1405;1430;1468;1562;1549;0,704;0,677;0,684;0,665;0,568;0,475;0,249;0,146;0,087;0,046;0,049;0,031;0,17;0,19;0,176;0,181;0,214;0,261;0,369;0,401;0,383;0,361;0,358;0,326;0,126;0,133;0,14;0,154;0,217;0,264;0,382;0,453;0,53;0,592;0,593;0,643
Italy;ITI4;Lazio;3985;5611;8178;10783;12723;26535;50466;69553;95796;109996;121189;121030;4728;6238;7346;9435;13451;31313;65260;107492;146753;192259;226041;234042;17232;1639;1766;2005;2642;3384;3932;4681;5029;5176;5188;5705;5886;0,566;0,51;0,46;0,416;0,344;0,206;0,095;0,091;0,051;0,032;0,026;0,02;0,184;0,214;0,206;0,224;0,202;0,231;0,257;0,245;0,186;0,183;0,177;0,145;0,25;0,276;0,334;0,361;0,454;0,563;0,648;0,664;0,763;0,785;0,797;0,835
Italy;ITF1;Abruzzo;1223;1687;2233;2266;2489;4680;8188;13376;17911;20122;20824;21597;1451;1875;2006;1983;2632;5523;10588;20672;27439;35171;38840;41763;10832;1010;1014;1028;1159;1228;1135;1121;1190;1235;1253;1341;1330;0,768;0,769;0,765;0,749;0,71;0,515;0,331;0,227;0,109;0,065;0,081;0,05;0,147;0,133;0,121;0,118;0,112;0,215;0,269;0,322;0,289;0,323;0,296;0,274;0,085;0,097;0,114;0,133;0,178;0,27;0,4;0,451;0,602;0,612;0,623;0,676
Italy;ITF2;Molise;427;568;718;786;790;1280;1914;3147;4054;4724;4649;4004;507;631;645;688;835;1510;2475;4864;6211;8258;8671;7742;4461;366;349;334;387;392;338;303;313;320;312;320;313;0,792;0,781;0,759;0,727;0,691;0,688;0,486;0,328;0,158;0,086;0,112;0,085;0,12;0,12;0,128;0,145;0,166;0,141;0,188;0,256;0,287;0,28;0,273;0,23;0,087;0,099;0,113;0,129;0,143;0,171;0,325;0,416;0,555;0,635;0,615;0,686
Italy;ITF3;Campania;4944;6893;8517;10164;10417;19675;33413;46030;60964;69751;69786;66627;5866;7663;7650;8894;11013;23217;43208;71137;93392;121916;130163;128839;13671;2853;2992;3211;3639;4311;4628;4952;5364;5583;5689;5830;5855;0,541;0,527;0,509;0,48;0,48;0,342;0,246;0,21;0,113;0,072;0,059;0,044;0,236;0,237;0,229;0,241;0,202;0,271;0,301;0,282;0,224;0,219;0,197;0,182;0,222;0,236;0,261;0,279;0,317;0,387;0,452;0,508;0,663;0,709;0,744;0,774
Italy;ITF4;Puglia;3351;4478;6383;6465;7285;13661;23311;34806;42876;50149;50922;47802;3976;4979;5734;5657;7701;16121;30145;53792;65684;87654;94979;92436;19541;1981;2152;2320;2616;3193;3298;3480;3779;3959;3955;4088;4086;0,644;0,63;0,604;0,529;0,66;0,519;0,406;0,218;0,162;0,127;0,102;0,088;0,201;0,201;0,208;0,257;0,128;0,191;0,238;0,281;0,24;0,23;0,234;0,197;0,156;0,168;0,188;0,214;0,211;0,29;0,357;0,501;0,598;0,642;0,665;0,715
Italy;ITF5;Basilicata;634;839;1058;1040;1003;2239;3854;5634;6368;8138;7471;7587;752;933;950;910;1060;2642;4984;8707;9756;14224;13936;14670;10073;480;474;468;532;616;604;564;576;588;575;588;576;0,779;0,768;0,759;0,752;0,763;0,637;0,42;0,33;0,166;0,107;0,121;0,103;0,124;0,128;0,132;0,129;0,104;0,172;0,252;0,26;0,257;0,281;0,247;0,232;0,097;0,104;0,109;0,119;0,133;0,191;0,328;0,41;0,577;0,612;0,632;0,665
Italy;ITF6;Calabria;1631;2379;2784;2881;3233;6652;11713;15225;19244;23503;24027;21732;1935;2644;2501;2521;3418;7850;15147;23529;29481;41081;44815;42023;15222;1369;1401;1511;1721;1982;1942;1869;1960;1988;1956;2010;1975;0,628;0,669;0,705;0,676;0,678;0,524;0,37;0,292;0,198;0,163;0,141;0,155;0,259;0,211;0,162;0,159;0,146;0,221;0,257;0,246;0,16;0,164;0,173;0,133;0,113;0,12;0,133;0,165;0,176;0,255;0,373;0,462;0,642;0,673;0,686;0,712
Italy;ITG1;Sicilia;5680;7597;8797;9687;8980;16539;29559;45310;56576;61527;61821;57905;6739;8446;7902;8477;9494;19516;38224;70024;86671;107541;115308;111974;25832;3527;3670;4059;3929;4441;4612;4581;4797;4913;4926;5047;5087;0,533;0,528;0,555;0,51;0,578;0,433;0,301;0,202;0,146;0,106;0,086;0,076;0,241;0,229;0,221;0,218;0,164;0,219;0,254;0,265;0,193;0,177;0,167;0,144;0,226;0,243;0,224;0,272;0,258;0,349;0,445;0,532;0,662;0,717;0,747;0,781
Italy;ITG2;Sardegna;1306;1896;2360;2906;2816;6002;11478;15789;19642;23037;23837;21524;1550;2108;2120;2542;2977;7083;14843;24401;30091;40266;44460;41622;24100;791;852;864;1025;1269;1362;1434;1563;1629;1611;1674;1662;0,621;0,593;0,605;0,564;0,578;0,45;0,277;0,165;0,137;0,098;0,077;0,067;0,181;0,206;0,178;0,2;0,17;0,221;0,256;0,286;0,221;0,189;0,181;0,16;0,198;0,201;0,217;0,236;0,252;0,329;0,467;0,549;0,642;0,713;0,742;0,773
Netherlands;NL11;Groningen;874;1096;1606;2006;2512;3807;6969;16921;11827;14024;19225;16421;1115;1541;1716;2140;2947;5024;10158;27558;17177;25195;35118;31931;2325;300;328;377;415;454;475;517;551;554;563;577;585;0,393;0,352;0,285;0,234;0,18;0,164;0,015;0,014;0,011;0,028;0,039;0,024;0,273;0,29;0,324;0,35;0,355;0,389;0,459;0,388;0,309;0,22;0,18;0,158;0,333;0,358;0,391;0,416;0,465;0,447;0,525;0,598;0,679;0,752;0,781;0,818
Netherlands;NL12;Friesland;1032;1252;1549;1778;2255;3141;5050;6698;8547;11459;12703;11409;1317;1760;1654;1897;2645;4145;7360;10908;12414;20586;23204;22185;3326;340;360;391;415;455;478;522;578;599;625;646;647;0,46;0,436;0,384;0,341;0,252;0,228;0,041;0,029;0,029;0,05;0,051;0,035;0,226;0,239;0,259;0,275;0,302;0,349;0,429;0,373;0,311;0,264;0,208;0,165;0,314;0,325;0,358;0,384;0,446;0,424;0,53;0,598;0,659;0,687;0,741;0,799
Netherlands;NL13;Drenthe;378;483;675;866;1420;2094;3492;4687;6834;8412;8927;8666;482;680;721;924;1666;2763;5090;7633;9926;15112;16306;16851;2636;149;173;214;242;281;311;367;416;441;470;491;489;0,522;0,499;0,455;0,416;0,329;0,273;0,013;0,015;0,018;0,058;0,03;0,03;0,269;0,3;0,304;0,306;0,325;0,382;0,469;0,387;0,336;0,255;0,223;0,16;0,209;0,201;0,242;0,277;0,346;0,345;0,517;0,598;0,645;0,687;0,747;0,81
Netherlands;NL21;Overijssel;1024;1404;2194;2599;3846;5901;9193;12144;15529;20967;24225;23356;1307;1974;2344;2772;4512;7787;13399;19777;22554;37667;44252;45416;3323;333;383;474;562;662;771;921;1010;1020;1078;1130;1143;0,386;0,351;0,275;0,219;0,184;0,144;0,015;0,013;0,013;0,04;0,032;0,028;0,395;0,42;0,472;0,512;0,46;0,507;0,521;0,415;0,374;0,276;0,217;0,188;0,219;0,23;0,253;0,269;0,357;0,349;0,464;0,571;0,613;0,684;0,751;0,784
Netherlands;NL22;Gelderland;1674;1939;3327;4149;5674;9042;17225;21494;27328;36490;41144;42606;2137;2726;3553;4425;6657;11932;25106;35005;39690;65554;75157;82846;4969;567;640;772;907;1067;1267;1506;1681;1804;1919;1999;2030;0,442;0,402;0,312;0,244;0,186;0,144;0,015;0,016;0,017;0,032;0,032;0,025;0,292;0,311;0,367;0,411;0,395;0,434;0,442;0,345;0,294;0,235;0,189;0,158;0,267;0,286;0,321;0,344;0,419;0,422;0,542;0,64;0,689;0,733;0,778;0,818
Netherlands;NL31;Utrecht;913;954;2074;2690;3257;5045;9267;13562;18417;30879;35420;37223;1165;1342;2215;2869;3822;6657;13507;22087;26749;55473;64701;72379;1382;251;289;369;467;569;677;801;886;1016;1108;1221;1266;0,276;0,24;0,166;0,119;0,079;0,067;0,012;0,01;0,009;0,019;0,013;0,009;0,342;0,346;0,376;0,393;0,378;0,391;0,372;0,268;0,208;0,134;0,128;0,109;0,382;0,414;0,458;0,488;0,543;0,542;0,616;0,722;0,784;0,847;0,858;0,883
Netherlands;NL32;Noordholland;3896;5366;9100;10806;12777;18846;29808;35395;44396;64567;74985;88990;4972;7545;9720;11525;14991;24868;43448;57644;64480;115994;136974;173040;2664;968;1108;1386;1650;1811;2055;2244;2299;2376;2518;2669;2767;0,166;0,138;0,102;0,078;0,06;0,057;0,013;0,012;0,013;0,019;0,018;0,013;0,371;0,372;0,377;0,377;0,381;0,386;0,37;0,277;0,229;0,162;0,132;0,11;0,463;0,49;0,521;0,545;0,558;0,557;0,617;0,711;0,758;0,819;0,85;0,877
Netherlands;NL33;Zuidholland;4614;5633;10444;12812;16223;24652;41191;49917;60720;77098;85434;90615;5889;7921;11155;13665;19033;32530;60039;81295;88189;138506;156062;176200;2806;1144;1391;1791;2117;2336;2698;2969;3064;3220;3398;3506;3607;0,198;0,166;0,124;0,095;0,073;0,076;0,025;0,019;0,022;0,033;0,028;0,02;0,368;0,366;0,379;0,386;0,379;0,405;0,363;0,292;0,236;0,176;0,151;0,131;0,434;0,468;0,497;0,519;0,548;0,519;0,612;0,689;0,742;0,791;0,821;0,849
Netherlands;NL34;Zeeland;669;840;986;1231;1522;2189;3615;4976;6704;7172;8944;7427;854;1181;1053;1313;1786;2889;5269;8103;9737;12885;16338;14442;1784;216;233;247;251;260;284;306;344;356;372;381;381;0,537;0,502;0,439;0,387;0,259;0,231;0,031;0,025;0,024;0,026;0,032;0,04;0,184;0,209;0,233;0,254;0,305;0,322;0,459;0,391;0,339;0,26;0,252;0,184;0,279;0,289;0,328;0,359;0,436;0,447;0,51;0,584;0,637;0,714;0,716;0,776
Netherlands;NL41;Noordbrabant;1683;2234;3111;4149;6676;11517;20001;27520;37543;53630;60471;64116;2147;3141;3323;4425;7832;15197;29153;44819;54527;96345;110461;124673;4914;554;623;803;1011;1233;1485;1788;2031;2189;2356;2444;2493;0,443;0,418;0,307;0,228;0,148;0,107;0,01;0,011;0,015;0,031;0,032;0,024;0,341;0,347;0,425;0,482;0,47;0,521;0,548;0,438;0,379;0,276;0,221;0,186;0,215;0,235;0,268;0,29;0,381;0,372;0,442;0,551;0,606;0,693;0,747;0,79
Netherlands;NL42;Limburg;848;1238;1934;2553;3982;6663;9469;13071;17407;22672;24382;23632;1082;1741;2066;2723;4672;8792;13802;21287;25282;40730;44538;45953;2148;282;332;483;605;725;882;999;1065;1104;1141;1123;1120;0,477;0,42;0,286;0,195;0,112;0,091;0,013;0,015;0,018;0,038;0,035;0,029;0,305;0,341;0,437;0,508;0,575;0,538;0,522;0,427;0,387;0,289;0,22;0,166;0,218;0,239;0,277;0,297;0,313;0,371;0,464;0,558;0,595;0,673;0,745;0,805
Netherlands;NL23;Flevoland (1960 - );.;.;.;.;.;.;676;1596;2841;5171;6963;7738;.;.;.;.;.;.;985;2599;4126;9290;12719;15047;1413;.;.;.;.;.;.;40;111;212;317;388;403;.;.;.;.;.;0,501;0,278;0,072;0,058;0,06;0,034;0,032;.;.;.;.;.;0,168;0,392;0,296;0,217;0,188;0,157;0,125;.;.;.;.;.;0,331;0,329;0,632;0,724;0,751;0,809;0,843
Norway;NO01;Oslo og Akershus;1076;1278;2416;3946;4946;7242;10218;13169;22201;27964;33584;45182;2379;3037;4086;6039;7876;11130;15260;31878;41590;80520;110523;125600;5372;344;370;464;537;617;698;789;822;873;975;1123;1238;0,168;0,171;0,099;0,094;0,081;0,051;0,027;0,017;0,013;0,008;0,006;0,004;0,462;0,437;0,34;0,309;0,427;0,395;0,314;0,22;0,177;0,137;0,111;0,122;0,37;0,392;0,561;0,597;0,492;0,554;0,659;0,763;0,81;0,855;0,884;0,874
Norway;NO02;Hedmark og Oppland;326;423;466;763;1258;1850;2537;3395;4426;5208;5983;7875;721;1006;788;1168;2003;2844;3788;8219;8292;14995;19688;21891;52590;242;254;287;304;333;344;352;367;369;370;376;386;0,677;0,689;0,556;0,55;0,499;0,384;0,256;0,148;0,111;0,072;0,058;0,059;0,218;0,198;0,178;0,148;0,298;0,336;0,343;0,306;0,26;0,23;0,2;0,188;0,105;0,112;0,266;0,302;0,203;0,279;0,4;0,546;0,628;0,697;0,743;0,753
Norway;NO03;Sør-Østlandet;866;1106;1545;2276;3535;4878;6607;8678;11332;13160;15908;20609;1914;2627;2614;3483;5628;7498;9866;21007;21230;37895;52353;57291;36613;453;493;559;572;633;691;747;794;823;863;929;981;0,381;0,371;0,291;0,279;0,258;0,176;0,106;0,064;0,044;0,027;0,021;0,019;0,374;0,392;0,343;0,292;0,482;0,51;0,455;0,375;0,31;0,263;0,226;0,239;0,245;0,237;0,366;0,43;0,26;0,314;0,439;0,561;0,646;0,71;0,753;0,742
Norway;NO04;Agder og Rogaland;424;508;730;1282;1723;2518;3932;5758;9158;11449;16724;21802;939;1207;1235;1962;2743;3870;5871;13939;17157;32968;55038;60607;25811;289;300;326;339;384;422;469;528;577;631;707;765;0,458;0,477;0,337;0,309;0,291;0,207;0,145;0,08;0,061;0,041;0,027;0,023;0,28;0,279;0,278;0,265;0,392;0,409;0,376;0,326;0,304;0,281;0,271;0,285;0,262;0,244;0,385;0,426;0,317;0,384;0,479;0,594;0,635;0,678;0,701;0,692
Norway;NO05;Vestlandet;590;732;1170;1620;2530;3569;5366;7305;10792;13954;18355;24504;1305;1740;1979;2479;4029;5485;8013;17683;20217;40179;60407;68118;49163;433;458;508;534;600;651;695;732;754;786;836;888;0,595;0,576;0,401;0,36;0,326;0,245;0,182;0,101;0,08;0,051;0,034;0,03;0,225;0,221;0,233;0,216;0,375;0,391;0,354;0,315;0,278;0,263;0,243;0,236;0,181;0,203;0,366;0,424;0,299;0,364;0,464;0,584;0,643;0,686;0,722;0,734
Norway;NO06;Trøndelag;303;402;519;877;1219;1778;2631;3501;4901;6309;8022;11159;669;955;878;1342;1941;2732;3929;8474;9181;18167;26400;31022;41254;219;233;263;278;308;327;349;369;377;390;422;448;0,593;0,578;0,429;0,428;0,377;0,288;0,214;0,128;0,103;0,067;0,048;0,042;0,248;0,239;0,217;0,19;0,331;0,334;0,292;0,267;0,23;0,207;0,192;0,19;0,159;0,183;0,354;0,383;0,292;0,378;0,494;0,605;0,667;0,727;0,76;0,768
Norway;NO07;Nord-Norge;278;361;403;776;1153;1977;3140;4036;5699;6868;8566;11302;615;858;682;1188;1836;3039;4689;9769;10676;19776;28190;31417;112976;259;285;323;357;404;437;456;468;460;464;466;483;0,765;0,742;0,546;0,534;0,476;0,342;0,229;0,115;0,086;0,069;0,052;0,052;0,134;0,133;0,154;0,136;0,278;0,311;0,277;0,264;0,221;0,179;0,173;0,176;0,102;0,126;0,3;0,329;0,247;0,347;0,494;0,621;0,692;0,752;0,774;0,772
Portugal;PT11;Norte;3081;2767;3477;4906;5625;8456;14633;24344;33779;43314;51437;43771;3570;3450;4592;6282;7012;10241;17747;29542;41144;63579;78361;86566;28784;2174;2411;2600;2960;3231;3392;3253;3602;3596;3654;3720;3616;0,665;0,638;0,59;0,553;0,497;0,458;0,366;0,241;0,18;0,089;0,079;0,105;0,182;0,198;0,206;0,217;0,275;0,311;0,366;0,427;0,446;0,466;0,379;0,336;0,153;0,163;0,203;0,23;0,229;0,231;0,269;0,332;0,374;0,445;0,542;0,559
Portugal;PT15;Algarve;267;300;318;519;531;696;1054;2491;4035;6109;7654;6497;310;374;421;664;662;843;1278;3023;4915;8967;11661;12850;4960;230;274;296;320;328;315;269;323;334;375;445;441;0,663;0,641;0,629;0,617;0,629;0,585;0,451;0,251;0,207;0,087;0,047;0,079;0,138;0,15;0,156;0,188;0,194;0,224;0,249;0,273;0,196;0,209;0,179;0,118;0,199;0,209;0,215;0,195;0,177;0,191;0,3;0,476;0,597;0,704;0,774;0,803
Portugal;PT16;Centro;1619;1691;2153;2984;3984;5584;9574;15928;21247;28475;32726;28087;1876;2109;2843;3820;4967;6763;11612;19329;25880;41797;49855;55548;23692;1301;1526;1722;1938;2103;2141;2017;2167;2340;2417;2464;2260;0,677;0,672;0,648;0,616;0,575;0,509;0,395;0,248;0,297;0,166;0,121;0,182;0,168;0,178;0,178;0,187;0,227;0,286;0,344;0,418;0,319;0,375;0,323;0,255;0,154;0,15;0,174;0,197;0,199;0,205;0,261;0,334;0,384;0,459;0,556;0,563
Portugal;PT17;Lisboa;1530;1782;2589;3662;5888;10169;21828;32241;44570;59233;72285;54039;1773;2223;3419;4689;7340;12316;26475;39126;54288;86945;110120;106875;7825;614;832;1138;1325;1549;1762;2049;2715;2673;2864;3084;2805;0,325;0,301;0,273;0,247;0,232;0,178;0,11;0,054;0,086;0,007;0,011;0,014;0,271;0,287;0,274;0,256;0,283;0,328;0,332;0,344;0,293;0,257;0,186;0,12;0,404;0,412;0,454;0,498;0,484;0,494;0,558;0,602;0,621;0,735;0,804;0,865
Portugal;PT18;Alentejo;539;685;686;1013;1588;1807;2409;3651;3796;5639;6290;9482;625;854;906;1298;1979;2188;2921;4430;4624;8277;9582;18753;23683;396;481;588;677;713;685;530;513;460;438;431;732;0,68;0,661;0,649;0,661;0,696;0,663;0,589;0,38;0,293;0,112;0,098;0,17;0,141;0,157;0,151;0,132;0,12;0,144;0,158;0,238;0,234;0,294;0,246;0,194;0,179;0,181;0,2;0,207;0,184;0,193;0,253;0,383;0,473;0,594;0,656;0,635
Spain;ES61;Andalucía;5495;7032;8174;6775;8925;12323;27412;43193;60244;82347;124250;104793;11870;15132;18018;13272;17010;21791;39767;62239;82992;141550;201082;210654;87598;3549;3805;4395;4992;5613;5882;5987;6393;6959;7372;8393;8392;0,699;0,667;0,59;0,588;0,582;0,494;0,373;0,269;0,168;0,129;0,105;0,075;0,149;0,164;0,197;0,167;0,163;0,202;0,247;0,247;0,249;0,223;0,159;0,142;0,151;0,169;0,213;0,245;0,255;0,304;0,38;0,484;0,583;0,648;0,736;0,784
Spain;ES24;Aragón;1494;1707;2525;1916;2397;3532;7325;11587;15754;20131;29135;24542;3228;3672;5566;3754;4568;6246;10627;16696;21703;34604;47151;49335;47720;913;953;1014;1034;1084;1104;1147;1192;1199;1195;1346;1325;0,732;0,754;0,604;0,578;0,589;0,447;0,346;0,211;0,128;0,089;0,075;0,064;0,116;0,102;0,188;0,178;0,182;0,257;0,297;0,336;0,348;0,332;0,278;0,225;0,152;0,144;0,208;0,244;0,229;0,296;0,357;0,453;0,524;0,579;0,648;0,711
Spain;ES12;Principado de Asturias;1053;885;1697;1445;2241;3276;6770;10380;12243;14538;20407;15502;2275;1905;3741;2830;4271;5792;9822;14957;16866;24990;33026;31161;10604;627;685;767;832;890;985;1049;1120;1106;1076;1083;1049;0,821;0,822;0,555;0,443;0,449;0,36;0,329;0,247;0,16;0,104;0,08;0,035;0,082;0,088;0,273;0,331;0,326;0,397;0,368;0,362;0,347;0,311;0,269;0,202;0,097;0,09;0,172;0,226;0,226;0,244;0,303;0,39;0,493;0,585;0,65;0,763
Spain;ES53;Illes Balears;458;623;864;866;1076;1731;4511;7987;12487;13954;19833;19836;989;1341;1904;1696;2052;3062;6544;11509;17202;23985;32097;39875;4992;312;326;352;392;417;446;529;643;712;862;1109;1124;0,705;0,639;0,384;0,436;0,417;0,334;0,208;0,124;0,04;0,033;0,029;0,009;0,149;0,192;0,339;0,267;0,28;0,271;0,265;0,23;0,21;0,191;0,143;0,126;0,146;0,169;0,277;0,297;0,304;0,395;0,527;0,646;0,749;0,775;0,828;0,865
Spain;ES70;Canarias;386;548;879;757;1509;2313;6412;12124;18047;24645;36178;29782;833;1179;1937;1483;2876;4089;9302;17470;24862;42363;58548;59867;7447;359;444;504;643;803;942;1135;1354;1500;1749;2122;2124;0,719;0,625;0,434;0,506;0,617;0,52;0,305;0,193;0,088;0,079;0,08;0,029;0,106;0,178;0,239;0,163;0,138;0,144;0,223;0,201;0,191;0,191;0,133;0,102;0,175;0,197;0,328;0,33;0,245;0,336;0,472;0,606;0,721;0,73;0,786;0,869
