"","X","nuts_2","nuts_1","country","trade_center","num_trade_centers","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","GDP_ln","GDP_11_ln","POP_ln","AREA_ln","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"DE12.1910",19,"DE12","DE1","Germany",0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,"1910",0.289,5397,7121,0.442,1048,0.268,8.59359852261864,8.87080344398212,6.95463886488099,8.84202652949881,3.37758751602302,3.45915180372193,-0.731964259241284,1.4399693021901,-0.173849105752129,4.43010228699058,0.504103081812582,-1.2413285908697,-1.31676829847128,-0.816445396904439
"DE13.1910",20,"DE13","DE1","Germany",1,1,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,"1910",0.49,3772,4977,0.316,1027,0.195,8.23536064375335,8.51258257885855,6.93439720992856,9.14388000527591,3.30321697330195,3.45915180372193,-1.4873452834736,1.28744884192337,-Inf,4.43010228699058,0.43080791031242,-0.713349887877465,-1.63475572041839,-1.15201306539522
"DE14.1910",21,"DE14","DE1","Germany",1,2,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,"1910",0.522,2836,3742,0.327,895,0.151,7.95014988765202,8.22737550683403,6.79682371827486,9.09582698518742,3.37758751602302,3.45915180372193,-0.605792182095188,1.32743585471283,-Inf,4.43010228699058,0.447885812898947,-0.650087691099498,-1.89047544216721,-1.11779510808488
"DE21.1910",22,"DE21","DE2","Germany",0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,"1910",0.398,4887,6447,0.276,1467,0.325,8.49433389727015,8.77137018531062,7.29097477814298,9.77166897791528,3.50855589998265,3.45915180372193,-0.629842904018365,1.02911288785483,-0.469173613723058,4.35786196077857,0.534024015579564,-0.921303273697699,-1.1239300966524,-1.28735441326499
"DE22.1910",23,"DE22","DE2","Germany",0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,"1910",0.704,1654,2182,0.163,711,0.133,7.41095187558364,7.68799716639302,6.56667242980324,9.24271075200663,3.07269331469012,3.45915180372193,-0.906913547380749,1.10884009709945,-0.407562304644025,4.35786196077857,0.451181777075599,-0.350976922824095,-2.01740615076038,-1.81400507817537
"DE23.1910",24,"DE23","DE2","Germany",1,2,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,"1910",0.636,1448,1910,0.215,587,0.149,7.27793857294566,7.55485852104068,6.3750248198281,9.17884970488481,3.07731226054641,3.45915180372193,-0.703358765396088,1.34332728305596,-Inf,4.35786196077857,0.326061080253606,-0.452556715642015,-1.90380897303668,-1.53711725085447
"DE24.1910",25,"DE24","DE2","Germany",0,0,0,25.2,31.7900009155273,50.0784058204064,11.3724228785588,1,1,0,0,1,0,0,1.31707691918165,439.830770639273,0.765744474071722,3.74931546357962,0.630286418474638,0,1,0,78.0899963378906,1,0,"Oberfranken, Regierungsbezirk",7232,"1910",0.475,2036,2687,0.362,736,0.163,7.61874237767041,7.89618060861549,6.60123011872888,8.88627090207201,3.22684399451738,3.45915180372193,-0.266906749656085,1.32157328027388,-0.461580930411176,4.35786196077857,0.275414825901243,-0.744440474947496,-1.81400507817537,-1.01611106715637
"DE25.1910",26,"DE25","DE2","Germany",1,1,0,26.7,31.7900009155273,49.3977632522583,10.8913815021515,0,0,0,0,1,0,1,1.48733333637888,356.066668192546,1.43662457664808,4.12320846319199,0,0,0,0,78.0899963378906,1,13,"Mittelfranken, Regierungsbezirk",7245,"1910",0.39,3445,4546,0.386,924,0.224,8.14467918344776,8.42200300441249,6.82871207164168,8.88806685475478,3.2846635654062,3.45915180372193,0.362296318021685,1.41663161349243,-Inf,4.35786196077857,0.396984809389887,-0.941608539858445,-1.4961092271271,-0.951917909517306
"DE26.1910",27,"DE26","DE2","Germany",0,0,0,26.1,31.7900009155273,49.9710048039754,9.90336219469707,0,0,0,0,1,0,1,1.6747500094916,249.433334350586,1.72111839056015,3.57535382111867,0.690613945325216,0,1,0,78.0899963378906,0,0,"Unterfranken, Regierungsbezirk",8531,"1910",0.587,2250,2969,0.218,715,0.196,7.71868549519847,7.99598047476376,6.57228254269401,9.05146186690869,3.26193531432865,3.45915180372193,0.542974306589188,1.27406414219096,-0.370174301173047,4.35786196077857,0.515663906073713,-0.532730459154041,-1.62964061975162,-1.52326021619305
"DE27.1910",28,"DE27","DE2","Germany",1,1,0,24,31.7900009155273,48.1286634717669,10.4726956912449,1,1,0,0,1,0,1,1.71257143022014,584.114288330078,0.586558607806053,3.3386709690094,0,0,1,0,78.0899963378906,1,13,"Schwaben, Regierungsbezirk",9994,"1910",0.535,2630,3470,0.275,825,0.19,7.87473912517181,8.15190987294091,6.71538338633468,9.20974019190415,3.17805383034795,3.45915180372193,-0.533482687823021,1.2055728143298,-Inf,4.35786196077857,0.537996001361815,-0.62548853208613,-1.66073120682165,-1.29098418131557
"DE30.1910",29,"DE30","DE3","Germany",1,1,1,35.4,31.7900009155273,52.5068702697754,13.4244012832642,0,0,0,0,0,1,0,1.24999999557394,37.2000007629395,0.774605810642242,1.57808065414429,0,0,0,0,83.9400024414062,0,6,"Berlin",892,"1910",0.014,18322,24175,0.537,3632,0.45,9.81585780257515,10.0930743203215,8.19753873972118,6.79346613258001,3.56671182013973,3.45915180372193,-0.255401010454999,0.456209332742553,-Inf,4.43010228699058,0.223143547773362,-4.26869794936688,-0.798507696217772,-0.621757184473272
"DE40.1910",30,"DE40","DE4","Germany",1,1,0,30.9222222222222,31.7900009155273,52.389845530192,13.4539355172051,0,1,1,0,0,1,0,1.35288888833786,62.7944451438056,0.793112312753995,1.66130958331956,0,1,1,1,83.8899993896484,1,10,"Brandenburg",29484,"1910",0.26,6335,8359,0.406,1879,0.334,8.75384509275524,9.03109408169916,7.53849499941346,10.2916030223092,3.43147509119563,3.45915180372193,-0.231790437169097,0.507606196960178,-Inf,4.42950640958258,0.302242223375813,-1.34707364796661,-1.09661428600544,-0.901402119380404
"DE50.1910",31,"DE50","DE5","Germany",1,2,0,23.8,31.7900009155273,53.3329734802246,8.66088676452636,0,0,0,1,0,1,0,1.38049999638941,4.19999990612269,0.220292617566884,0.219224324449897,0,0,1,0,83.3300018310547,0,10,"Bremen",419,"1910",0.07,1345,1774,0.425,298,0.505,7.20414929203594,7.48099216286952,5.6970934865054,6.03787091992214,3.16968558067743,3.45915180372193,-1.51279853655293,-1.51765976085917,-Inf,4.42280865036765,0.32244574977265,-2.65926003693278,-0.683196849706777,-0.85566611005772
"DE60.1910",32,"DE60","DE6","Germany",1,1,0,29.5,31.7900009155273,53.5667304992676,10.0301208496094,0,0,0,0,1,1,1,1.29800000316949,8.30000019073486,0.751542270183563,0.198687940835953,0,0,1,0,83.5100021362305,0,8,"Hamburg",755,"1910",0.024,5671,7483,0.407,1256,0.569,8.64312074801403,8.92038906008036,7.13568734702814,6.62671774924902,3.38439026334577,3.45915180372193,-0.285627823621701,-1.61601982157333,-Inf,4.42496641074567,0.260824620723724,-3.72970144863419,-0.563874844855806,-0.898942093539542
"DE71+DE72.1910",33,"DE71+DE72","DE7","Germany",1,1,0,28.0526315789474,31.7900009155273,50.1814482839484,8.66671968761243,1,0,0,0,1,1,1,1.50236841320165,226.078948171515,1.3140516500724,3.25649089562266,0,0,0,0,76.3099975585938,0,13,"Darmstadt and Giessen",12826,"1910",0.269,7631,10068,0.429,2169,0.302,8.93997417728963,9.21711735625521,7.68202151082687,9.45922963970881,3.33408244499941,3.45915180372193,0.273115226803141,1.18065020324505,-Inf,4.33480395930827,0.407042805024045,-1.3130438993803,-1.19732826160727,-0.84629836005412
"DE73.1910",34,"DE73","DE7","Germany",1,1,0,23,31.7900009155273,51.0936758858817,9.50636073521205,0,0,0,0,0,0,0,1.40385711952866,246.657141549246,2.28990939685277,2.44293005125863,0,0,0,0,76.3099975585938,0,6,"Kassel, Regierungsbezirk",8289,"1910",0.462,2804,3700,0.32,790,0.218,7.93880224815448,8.21608809863232,6.67203294546107,9.02268461359153,3.13549421592915,3.45915180372193,0.828512252090332,0.8931981595524,-Inf,4.33480395930827,0.339223533707557,-0.772190387900398,-1.52326021619305,-1.13943428318836
"DE80.1910",35,"DE80","DE8","Germany",1,4,0,26.5,31.7900009155273,53.8333740234375,12.5655313597785,0,1,1,1,1,1,0,1.63961112058635,34.4500000609292,0.289506192008654,0.328584363891019,0,1,1,0,83.25,1,9,"Mecklenburg-Vorpommern",23194,"1910",0.466,3511,4632,0.26,1431,0.274,8.16365617616843,8.44074401925283,7.26612877955645,10.0516489035166,3.27714473299218,3.45915180372193,-1.23957859356689,-1.11296165853115,-Inf,4.42184812886055,0.494459092124648,-0.763569644856491,-1.29462717259407,-1.34707364796661
"DE91+DE92.1910",36,"DE91+DE92","DE9","Germany",1,4,0,22.5611111111111,31.7900009155273,52.1651123894585,10.0184534920586,0,0,0,0,1,1,1,1.50033332819124,189.561112933689,1.73528274562624,1.48011925154262,0,0,1,1,82.9899978637695,0,13,"Statistische Regionen Braunschweig und Hannover",17148,"1910",0.347,5472,7220,0.392,1901,0.261,8.60739945930239,8.88461023188687,7.55013534248843,9.74963682771787,3.11622767679609,3.45915180372193,0.551170365900155,0.392122659896638,-Inf,4.41872009286954,0.405687302215385,-1.05843049903528,-1.34323487165944,-0.936493439191674
"DE93.1910",37,"DE93","DE9","Germany",1,1,0,20.3,31.7900009155273,53.1696922995828,9.79724303158846,0,0,0,1,1,1,1,1.26109090744232,36.3454548662359,0.809581883928992,0.560459947044199,0,0,1,0,82.9899978637695,1,7,"Statistische Region Lüneburg",15495,"1910",0.541,2581,3405,0.273,916,0.186,7.85593219971861,8.13300021858361,6.82001636467413,9.64827267022185,3.01062088604774,3.45915180372193,-0.211237357269216,-0.578997498355646,-Inf,4.41872009286954,0.231977145932543,-0.614336000135655,-1.68200860526894,-1.29828348379718
"DE94.1910",38,"DE94","DE9","Germany",1,1,0,21,31.7900009155273,53.0488267786363,7.90258177588968,0,1,0,1,0,1,0,1.20147058581821,19.9882352878066,0.350303253487629,0.416502048425815,0,0,1,0,82.9899978637695,0,7,"Statistische Region Weser-Ems",14971,"1910",0.52,2653,3500,0.268,1009,0.212,7.88344635413774,8.1605182474775,6.91671502035361,9.61387027544984,3.04452243772342,3.45915180372193,-1.04895606110379,-0.875863899198102,-Inf,4.41872009286954,0.183546294678079,-0.653926467406664,-1.55116900431012,-1.31676829847128
"DEA1.1910",39,"DEA1","DEA","Germany",0,0,0,23.1,31.7900009155273,51.3391367594401,6.77312278747559,0,1,0,0,0,1,1,1.62766667642916,104.339999516805,0.486266326904297,1.92579699357351,0.46777974764506,0,0,1,78.1399993896484,0,0,"Düsseldorf, Regierungsbezirk",5291,"1910",0.101,13703,18081,0.632,3419,0.267,9.5253700659462,9.80261694215115,8.1371033896393,8.57376254290413,3.13983261752775,3.45915180372193,-0.720998807432108,0.655339904691615,-0.759757718533091,4.35850208181592,0.487147502409259,-2.29263476214088,-1.32050662058189,-0.45886588483528
"DEA2.1910",40,"DEA2","DEA","Germany",1,2,0,27.5,31.7900009155273,50.8593031565348,6.78393097718557,0,1,1,0,1,1,1,1.54099997932353,168.966668446859,0.564216360760232,2.15730868776639,0,0,1,1,78.1399993896484,1,13,"Köln, Regierungsbezirk",7365,"1910",0.217,7710,10172,0.489,1869,0.294,8.95027346655738,9.22739412654201,7.53315880745556,8.90449432889673,3.31418600467253,3.45915180372193,-0.572317482677586,0.768861466934317,-Inf,4.35850208181592,0.432431542920412,-1.52785792544168,-1.22417551164346,-0.715392789507265
"DEA3.1910",41,"DEA3","DEA","Germany",1,1,0,21.4,31.7900009155273,51.8392271995545,7.31764763593674,0,1,0,0,1,1,0,1.32750001309316,59.0125007629395,0.487748082377948,1.44732029736042,0,0,1,1,78.1399993896484,0,8,"Münster, Regierungsbezirk",6911,"1910",0.293,3956,5219,0.521,1019,0.187,8.2829886927426,8.56006109164341,6.92657703322272,8.8408696240914,3.06339092202781,3.45915180372193,-0.717956231054153,0.369713775856885,-Inf,4.35850208181592,0.283297483996978,-1.22758266996507,-1.67664666212755,-0.65200523722877
"DEA4.1910",42,"DEA4","DEA","Germany",1,2,0,20.7,31.7900009155273,51.9688415527344,8.74054118565151,0,0,0,0,0,1,1,1.60928572322169,125.057144165039,1.49966471535819,1.52042777197702,0,0,1,0,78.1399993896484,1,7,"Detmold, Regierungsbezirk",6523,"1910",0.4,2803,3698,0.396,879,0.204,7.93844555116479,8.21554741194707,6.77878489768518,8.7830896717961,3.03013370027132,3.45915180372193,0.405241560028614,0.418991724196741,-Inf,4.35850208181592,0.475790430381653,-0.916290731874155,-1.58963528513792,-0.926341067727656
"DEA5.1910",43,"DEA5","DEA","Germany",1,2,0,20.1,31.7900009155273,51.3822682698568,7.72043498357137,0,0,0,0,1,1,1,1.38325001270345,224.074997901916,1.0628278652827,1.92924536267917,0,0,0,1,78.1399993896484,1,8,"Arnsberg, Regierungsbezirk",8008,"1910",0.132,7922,10453,0.645,2368,0.223,8.97739897818186,9.25464429753271,7.7698009960039,8.98819632099506,3.00071981506503,3.45915180372193,0.0609331533052996,0.657128922661703,-Inf,4.35850208181592,0.324435811979852,-2.02495335639577,-1.50058350752202,-0.438504962186365
"DEB1.1910",44,"DEB1","DEB","Germany",0,0,0,19.6,31.7900009155273,50.2691424976696,7.50014595551924,1,0,0,0,0,0,0,1.21899999661035,312.454541986639,0.964634310115466,2.9368015202609,0.814672914418307,0,0,0,80.5800018310547,1,0,"Statistische Region Koblenz",8073,"1910",0.487,3837,5063,0.308,974,0.206,8.25244609024695,8.52971447196991,6.88141130364254,8.99628043939502,2.97552956623647,3.45915180372193,-0.0360062027123002,1.07732107085934,-0.204968578298593,4.38925050248664,0.198030847718454,-0.719491155899547,-1.57987911019256,-1.17765549600856
"DEB2.1910",45,"DEB2","DEB","Germany",0,0,0,25.7,31.7900009155273,49.9390785217285,6.69565687179565,1,1,0,0,1,0,0,1.22180000834998,361.059997558594,0.267647802829742,2.54572749137878,0.77951009273529,0,1,0,80.5800018310547,0,0,"Statistische Region Trier",4924,"1910",0.682,1221,1612,0.193,388,0.125,7.1074254741107,7.38523092306657,5.96100533962327,8.50187648730434,3.24649099190117,3.45915180372193,-1.31808333129379,0.934416460384191,-0.249089642864098,4.38925050248664,0.200325188067692,-0.382725621138675,-2.07944154167984,-1.64506509007725
"DEB3.1910",46,"DEB3","DEB","Germany",0,0,0,25.3,31.7900009155273,49.4526330947876,8.02260317802429,0,1,1,0,1,1,1,1.63189999541502,230.369996643066,0.421920705586672,3.78404855728149,0.727006298303604,0,1,0,80.5800018310547,1,0,"Statistische Region Rheinhessen-Pfalz",6851,"1910",0.373,4155,5482,0.389,1197,0.238,8.33206770728955,8.60922527686273,7.08757370555797,8.8321499060029,3.23080439573347,3.45915180372193,-0.862937884055199,1.33079448336985,-0.318820138069908,4.38925050248664,0.489744977345156,-0.986176859338322,-1.43548460531066,-0.944175935363691
"DEC0.1910",47,"DEC0","DEC","Germany",0,0,0,19.7,31.7900009155273,49.37424659729,6.96450551350911,0,1,0,0,0,0,0,1.4633333582101,274.566670735677,0.157424807858964,3.05937242507934,0.451576987902323,0,0,1,85.4800033569336,0,0,"Saarland",2569,"1910",0.197,2613,3447,0.577,710,0.227,7.86825426552061,8.14525956651686,6.56526497003536,7.85127199710988,2.98061863574394,3.45915180372193,-1.84880734513236,1.11820980508714,-0.795009404820024,4.44828246972251,0.380716955419038,-1.62455155024415,-1.48280526150073,-0.549913012474038
"DED2.1910",48,"DED2","DED","Germany",1,1,0,33.8,31.7900009155273,51.1596027721058,14.1522254076871,0,1,0,0,1,0,0,1.37981818371971,208.809089660644,0.249204933643341,2.79446619207209,0,1,0,1,86.4400024414062,1,7,"Dresden, NUTS 2-Region",7931,"1910",0.077,5987,7899,0.723,1778,0.2,8.69734573092535,8.97449144816442,7.48324441607385,8.97853441008332,3.52046080248897,3.45915180372193,-1.38947969433809,1.02764110163049,-Inf,4.45945055988263,0.321951739561451,-2.56394985712845,-1.6094379124341,-0.324346056823372
"DED4.1910",49,"DED4","DED","Germany",1,1,0,29.7,31.7900009155273,50.690175374349,12.7252295811971,1,1,0,0,1,0,0,1.37516666132261,441.75,0.240381562771897,3.38822573423386,0,1,0,0,86.4400024414062,1,6,"Chemnitz, NUTS 2-Region",6524,"1910",0.201,6984,9215,0.506,2106,0.293,8.85137709751944,9.12858787010392,7.65254569269392,8.78324296374091,3.39114704580865,3.45915180372193,-1.42552777322271,1.22030640214817,-Inf,4.45945055988263,0.318574932008035,-1.60445037092306,-1.22758266996507,-0.681218609694672
"DED5.1910",50,"DED5","DED","Germany",1,1,0,33.9,31.7900009155273,51.3108717600504,12.6720434824626,0,0,1,0,1,0,0,1.79250000894866,139.733336130778,0.852910945812862,2.80232151349386,0,1,0,1,86.4400024414062,0,6,"Leipzig, NUTS 2-Region",3965,"1910",0.126,4273,5638,0.545,1230,0.329,8.36007143564403,8.63728467167406,7.11476944836646,8.28526113406895,3.5234150143864,3.45915180372193,-0.159100138097893,1.03044818561979,-Inf,4.45945055988263,0.583611298483917,-2.07147337203066,-1.11169752821677,-0.606969484318893
"DEE0.1910",51,"DEE0","DEE","Germany",1,1,0,24.6,31.7900009155273,51.9096878596715,11.7566148212978,0,0,0,0,1,1,0,1.66635715243313,104.678570883615,1.4441385098866,2.04841737236295,0,1,1,1,81.4300003051758,1,12,"Sachsen-Anhalt",20450,"1910",0.364,7708,10171,0.394,2924,0.242,8.95001402953426,9.2272958126256,7.98070782086967,9.92573816147095,3.20274644293832,3.45915180372193,0.367512956844612,0.717067481512958,-Inf,4.39974375922675,0.510639897979903,-1.0106014113454,-1.41881755282545,-0.931404369684203
"DEF0.1910",52,"DEF0","DEF","Germany",1,1,0,22.8,31.7900009155273,54.1326049804687,9.94921398162842,0,1,0,1,1,1,1,1.45446665925237,21.0599999109904,0.261805284892519,0.201992940918232,0,0,1,0,90.3000030517578,1,8,"Schleswig-Holstein",15800,"1910",0.332,4146,5471,0.324,1388,0.344,8.32989929299572,8.60721669406383,7.23561914106675,9.66776521901506,3.1267605359604,3.45915180372193,-1.34015423895486,-1.5995225281409,-Inf,4.50313749421871,0.374639276210072,-1.10262031006565,-1.06711362160874,-1.12701176318981
"DEG0.1910",53,"DEG0","DEG","Germany",1,1,0,27.9,31.7900009155273,50.9007571676503,11.1068340384442,1,0,1,0,1,1,1,1.52265216925439,323.378258083178,1.2296887351119,2.88586597857268,0,1,0,0,91.6699981689453,1,10,"Thüringen",16173,"1910",0.303,6145,8108,0.487,2116,0.21,8.72339402200014,9.00060650757189,7.65728279297819,9.69109846411978,3.32862668882732,3.45915180372193,0.206761076474383,1.05982502080238,-Inf,4.51819515199927,0.420453662572666,-1.19402247347277,-1.56064774826467,-0.719491155899547
"FR10.1910",54,"FR10","FR1","France",1,1,1,39.7,62.3699989318848,48.7961931228638,2.33265197277069,0,0,1,0,1,0,0,1.72150001022028,80.6624999046326,1.51220418512821,1.54775685071945,0,0,0,1,73.5,1,6,"Île de France",12012,"1910",0.067,27297,40463,0.526,5265,0.406,10.2145320850248,10.6081432552789,8.56883642456808,9.39366142910322,3.68135118769314,4.13308437341257,0.413568311714059,0.436806689651602,-Inf,4.29728540621879,0.543196009733287,-2.70306265959117,-0.901402119380404,-0.642454066244427
"FR21.1910",55,"FR21","FR2","France",1,2,0,19.6,62.3699989318848,48.7780752182007,4.57741665840149,0,1,0,0,1,0,0,1.87100002241671,192.074998855591,1.04645131155849,2.30004477500916,0,0,1,0,65.629997253418,0,13,"Champagne-Ardenne",25606,"1910",0.382,3721,5516,0.43,1213,0.187,8.22174772834662,8.61540823891319,7.10085190894405,10.1505819780061,2.97552956623647,4.13308437341257,0.0454047367938736,0.832928590140904,-Inf,4.18403286663614,0.626473059273091,-0.962334670375562,-1.67664666212755,-0.843970070294529
"FR22.1910",56,"FR22","FR2","France",0,0,0,21.6,62.3699989318848,49.6116358439128,2.77525242169698,0,1,0,1,1,0,0,1.97099999940263,94.9666646321614,0.821631888548533,1.10058285792668,0.818377176920574,0,0,0,71.8499984741211,0,0,"Picardie",19399,"1910",0.396,4023,5964,0.388,1462,0.216,8.29978317194979,8.69349667588463,7.28756064030972,9.87297679733111,3.07269331469012,4.13308437341257,-0.196462808379342,0.0958399103147762,-0.200431952171786,4.27458059128803,0.678541027867503,-0.926341067727656,-1.53247687129797,-0.946749939358864
"FR23.1910",57,"FR23","FR2","France",1,1,0,19.3,62.3699989318848,49.3686084747314,0.988852798938751,0,1,0,1,1,0,0,1.97300001071151,147.200004577637,0.520467966794968,0.382295534014702,0,0,1,0,64.2900009155273,0,6,"Haute-Normandie",12318,"1910",0.238,5130,7604,0.566,1200,0.196,8.54286093816481,8.93642970360832,7.09007683577609,9.41881688624699,2.96010509591084,4.13308437341257,-0.653026935962242,-0.961561320234737,-Inf,4.16340411239418,0.679555232469525,-1.43548460531066,-1.62964061975162,-0.569161200778954
"FR24.1910",58,"FR24","FR2","France",1,2,0,24,62.3699989318848,47.5135040283203,1.63028905789057,0,0,1,0,1,0,0,1.52250000382628,131.600002288819,2.29663397868474,2.18811500072479,0,0,1,0,74.9499969482422,0,6,"Centre",39151,"1910",0.543,4856,7199,0.29,1876,0.165,8.48797033273933,8.8816974064693,7.53689712956617,10.5751812438769,3.17805383034795,4.13308437341257,0.831444563462879,0.783040442924767,-Inf,4.31682118383136,0.420353723115071,-0.610645959048202,-1.80180980508156,-1.23787435600162
"FR25.1910",59,"FR25","FR2","France",0,0,0,25.2,62.3699989318848,48.919620513916,-0.546847637742759,0,1,1,1,1,0,0,1.84099998893592,148.433334350586,0.397416656215986,0.354549090067546,1.2559380531311,0,0,0,72.5299987792969,0,0,"Basse-Normandie",17589,"1910",0.537,3089,4579,0.276,1185,0.187,8.03560269291858,8.4292359126571,7.07749805356923,9.77502898563232,3.22684399451738,4.13308437341257,-0.922770036768447,-1.03690846567867,0.227882746074205,4.284000252545,0.61030889624112,-0.621757184473272,-1.67664666212755,-1.28735441326499
"FR26.1910",60,"FR26","FR2","France",1,1,0,23.9,62.3699989318848,47.274079322815,4.11716669797897,0,0,0,0,1,0,0,1.85650000008375,324.449989318848,1.96541604399681,3.34175896644592,0,0,1,0,72.1500015258789,0,6,"Bourgogne",31582,"1910",0.545,4026,5968,0.288,1564,0.166,8.30052860619974,8.6941671418836,7.35500192110526,10.3603426170266,3.17387845893747,4.13308437341257,0.675703950135019,1.20649730502465,-Inf,4.27874730636858,0.618692994680109,-0.606969484318893,-1.79576749062559,-1.24479479884619
"FR30.1910",61,"FR30","FR3","France",0,0,0,24.6,62.3699989318848,50.5211906433105,2.7604867219925,0,1,0,1,1,0,1,1.63499999951762,98.1499977111815,0.263838499784469,0.622115731239319,0.878638386726381,0,0,1,73.4400024414062,0,0,"Nord - Pas-de-Calais",12414,"1910",0.188,8683,12870,0.611,3010,0.201,9.06912237006065,9.46265430059017,8.00969535774292,9.4265801469736,3.20274644293832,4.13308437341257,-1.33241810626771,-0.474629140464825,-0.129381857606822,4.29646877955578,0.491642804054183,-1.67131331615219,-1.60445037092306,-0.492658319810542
"FR41.1910",62,"FR41","FR4","France",1,1,0,21.7,62.3699989318848,48.7883911132812,6.10504007339478,0,1,0,0,1,0,1,1.85600001039503,303.67499923706,0.523006498813629,2.86865431070328,0,0,0,0,66.9000015258789,0,7,"Lorraine",23547,"1910",0.293,6621,9814,0.524,2587,0.183,8.79800169492485,9.19156521664985,7.85825418218603,10.0667537027949,3.07731226054641,4.13308437341257,-0.648161388964533,1.05384303852427,-Inf,4.20319898994254,0.618423639964779,-1.22758266996507,-1.69826912614072,-0.646263594661095
"FR42.1910",63,"FR42","FR4","France",1,1,0,29.4,62.3699989318848,48.2326450347901,7.4090530872345,0,1,0,0,1,0,1,1.66100001063751,214.050003051758,0.261883400380611,3.88456118106842,0,0,0,0,71.9300003051758,0,8,"Alsace",8280,"1910",0.373,4109,6091,0.375,1218,0.254,8.32093496888341,8.71456755083648,7.10496544826984,9.02159824737931,3.38099467434464,4.13308437341257,-1.3398559109945,1.3570100253341,-Inf,4.27569342812194,0.507419837035438,-0.986176859338322,-1.3704210119636,-0.980829253011726
"FR43.1910",64,"FR43","FR4","France",0,0,0,23.4,62.3699989318848,47.2793645858765,6.28874564170838,0,1,1,0,1,0,1,1.81275000391148,491.400001525879,0.372963663190603,3.59366703033447,1.44263368844986,0,1,0,72.3600006103516,0,0,"Franche-Comté",16202,"1910",0.487,2877,4265,0.353,913,0.158,7.96450336355155,8.35819745992578,6.81673588059497,9.69288997039044,3.15273602236366,4.13308437341257,-0.986274281803299,1.27917313808573,0.366470393407212,4.28165366896203,0.594845031427325,-0.719491155899547,-1.84516024595517,-1.04128722204884
"FR51.1910",65,"FR51","FR5","France",0,0,0,26.5,62.3699989318848,47.5180526733398,-0.811498737335206,0,0,1,1,1,0,0,1.72080000077872,79.3400001525879,0.803288084268569,0.772936952114106,1.11561772823334,0,0,0,69.3600006103516,0,0,"Pays de la Loire",32082,"1910",0.569,6239,9249,0.27,2335,0.16,8.73857519211079,9.13227071655426,7.755767170103,10.3760504041768,3.27714473299218,4.13308437341257,-0.219041869388587,-0.257557796316071,0.109408267854452,4.23931034127205,0.542789299423917,-0.563874844855806,-1.83258146374831,-1.30933331998376
"FR52.1910",66,"FR52","FR5","France",1,1,0,28.1,62.3699989318848,48.1753330230713,-2.85408344864845,0,1,0,1,1,0,0,1.54800002283881,106.650001525879,0.222218414768577,0.178204928990454,0,0,0,0,84.3000030517578,0,6,"Bretagne",27209,"1910",0.643,4370,6477,0.217,2597,0.139,8.38251828808963,8.77601271918292,7.86211221166275,10.2113030799075,3.3357695763397,4.13308437341257,-1.50409453046446,-1.72482110444886,-Inf,4.43438190120897,0.436963789921288,-0.441610554744518,-1.97328134585145,-1.52785792544168
"FR53.1910",67,"FR53","FR5","France",0,0,0,21,62.3699989318848,46.136887550354,-0.0409786254167557,0,0,1,1,1,0,0,1.79850001986644,96.3250012397767,0.96027620881796,0.955476298928262,0.950645178556441,0,0,0,78.3199996948242,0,0,"Poitou-Charentes",25809,"1910",0.528,4804,7121,0.344,1469,0.127,8.47720418319987,8.87080344398212,7.29233717617388,10.1584785472895,3.04452243772342,4.13308437341257,-0.0405343183842945,-0.0455453204987681,-0.050614389573016,4.36080299432573,0.586952995199658,-0.638658995275876,-2.06356819252355,-1.06711362160874
