"","X","nuts_2","nuts_1","country","trade_center","num_trade_centers","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","GDP_ln","GDP_11_ln","POP_ln","AREA_ln","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"FR61.1910",68,"FR61","FR6","France",1,2,0,27.2,62.3699989318848,44.3184814453125,-0.174798053503036,0,1,1,1,1,0,0,1.62699997834987,152.759998321533,0.825137543678284,0.827200704813004,0,0,1,0,79.4400024414062,0,6,"Aquitaine",41309,"1910",0.582,6583,9758,0.257,2258,0.162,8.79224584746788,9.18584274037578,7.72223474470961,10.6288356728841,3.30321697330195,4.13308437341257,-0.192205186933585,-0.189707923181667,-Inf,4.37500205046962,0.486737814930121,-0.541284831250699,-1.82015894374975,-1.35867919408692
"FR62.1910",69,"FR62","FR6","France",1,1,0,34.6,62.3699989318848,43.737624168396,1.40152044594288,1,1,1,0,1,0,0,1.83525003872783,401.462490081787,0.964153975248338,1.66086371243,0,0,1,0,70.1800003051758,0,6,"Midi-Pyrénées",45348,"1910",0.569,5516,8177,0.295,2152,0.135,8.61540823891319,9.00908061416198,7.67415292128168,10.7221213531375,3.54385368206368,4.13308437341257,-0.0365042717649823,0.50733777574759,-Inf,4.25106337450354,0.607180733110963,-0.563874844855806,-2.00248050054371,-1.22077992264232
"FR63.1910",70,"FR63","FR6","France",1,1,0,26,62.3699989318848,45.7736892700195,1.71339321136475,0,0,0,0,1,0,0,1.60199996754016,483.800018310547,2.46373510360718,2.44696307182312,0,0,0,0,77.4199981689453,0,10,"Limousin",16942,"1910",0.658,2460,3646,0.224,962,0.116,7.80791662892641,8.20138595523861,6.86901445066571,9.7375510249915,3.25809653802148,4.13308437341257,0.901678533239089,0.894847693142378,-Inf,4.34924512149858,0.471252828384095,-0.41855034765682,-2.15416508787577,-1.4961092271271
"FR71.1910",71,"FR71","FR7","France",1,1,0,28.5,62.3699989318848,45.5092282295227,5.29606103897095,1,1,0,0,1,0,0,1.5408750017521,844.024991989136,0.973464539274573,2.04161870479584,0,0,0,0,79,0,6,"Rhône-Alpes",43698,"1910",0.434,10604,15718,0.384,3580,0.183,9.26898656740892,9.66256183142612,8.18311807939475,10.685057613446,3.3499040872746,4.13308437341257,-0.0268938808481458,0.713742975958183,-Inf,4.36944785246702,0.432350438026628,-0.834710744881732,-1.69826912614072,-0.95711272639441
"FR72.1910",72,"FR72","FR7","France",0,0,0,28.3,62.3699989318848,45.5685939788818,3.20798045396805,1,0,0,0,0,0,0,1.39750000543848,651.925010681152,2.14709928631782,2.18654012680054,1.439956843853,0,0,1,73.8499984741211,0,0,"Auvergne",26013,"1910",0.598,3256,4826,0.261,1464,0.142,8.08825472712243,8.48177324618498,7.28892769452126,10.1663516920453,3.34286180464919,4.13308437341257,0.764117762036924,0.782320443772206,0.364613143592286,4.30203598831552,0.334684929938695,-0.514164525031505,-1.95192822138088,-1.34323487165944
"FR81.1910",73,"FR81","FR8","France",1,3,0,26,62.3699989318848,43.5550888061523,3.16499371528625,1,1,1,1,1,0,0,1.6145999838927,413.340002441406,0.519488433003425,0.59774131178856,0,0,0,0,73.2799987792969,0,10,"Languedoc-Roussillon",27376,"1910",0.514,4000,5930,0.287,1531,0.197,8.29404964010203,8.68777949199177,7.33367639565768,10.217421996132,3.25809653802148,4.13308437341257,-0.654910734324184,-0.514597207607453,-Inf,4.29428770370781,0.479087238002747,-0.665532013526972,-1.62455155024415,-1.24827306322252
"FR82.1910",74,"FR82","FR8","France",1,2,0,26.8,62.3699989318848,43.9491380055745,6.08874567349752,1,1,1,1,1,0,0,1.65316666012243,669.133333841959,0.430209944645564,0.59332467863957,0,0,1,0,66.2799987792969,0,12,"Provence-Alpes-Côte d'Azur",31400,"1910",0.323,6436,9540,0.391,1928,0.284,8.76966250811227,9.16324876444233,7.56423847517049,10.3545631718963,3.28840188751681,4.13308437341257,-0.84348194608476,-0.522013511033023,-Inf,4.193888174141,0.502692636577195,-1.13010295575948,-1.25878104082093,-0.939047718996771
"ITC1.1910",75,"ITC1","ITC","Italy",0,0,0,13.7,81.7966995239258,45.2624607086182,8.14168763160705,1,1,0,1,1,0,0,1.57649998906866,316.087497711182,0.390733301639557,1.05259738489986,1.00788101553917,0,0,0,58.0699996948242,0,0,"Piemonte",25387,"1910",0.555,9250,10284,0.273,3354,0.172,9.13237883050647,9.23834456838578,8.11790894238315,10.141992510963,2.61739583283408,4.40423689467643,-0.939730044721493,0.0512608095147898,0.00785012254217897,4.06164917412865,0.455207193069049,-0.588787165235702,-1.76026080216868,-1.29828348379718
"ITC2.1910",76,"ITC2","ITC","Italy",0,0,0,10.8,81.7966995239258,45.7272415161133,7.37017154693604,1,1,0,0,0,0,0,1.00899999995981,635.200012207031,0.16975162923336,1.79950535297394,1.77282094955444,0,0,0,75.7799987792969,0,0,"Valle d’Aosta/Vallée d’Aoste",3261,"1910",0.72,240,266,0.121,78,0.158,5.48063892334199,5.5834963087817,4.35670882668959,8.08978917578932,2.37954613413017,4.40423689467643,-1.77341891474927,0.587511823233241,0.572572034713573,4.32783438948194,0.00895974133164043,-0.328504066972036,-1.84516024595517,-2.1119647333854
"ITC3.1910",77,"ITC3","ITC","Italy",1,1,0,18.7,81.7966995239258,44.2191982269287,8.74519634246826,0,1,0,1,1,0,0,1.58250000207298,461.525001525879,0.104744674637913,0.099974486976862,0,0,1,0,49.6100006103516,0,10,"Liguria",5416,"1910",0.358,4511,5015,0.317,1200,0.325,8.4142741374084,8.52018870039604,7.09007683577609,8.59711281459211,2.92852352386054,4.40423689467643,-2.2562295602511,-2.30284025577668,-Inf,3.90419243861595,0.459005876346134,-1.02722229258144,-1.1239300966524,-1.14885350510486
"ITC4.1910",78,"ITC4","ITC","Italy",1,3,0,15.5,81.7966995239258,45.6121697859331,9.65024150501598,1,1,1,0,1,0,0,1.80163633923067,626.636365023527,0.506801897151904,1.37531448494304,0,0,1,0,46.7599983215332,1,7,"Lombardia",23864,"1910",0.44,13519,15029,0.37,4792,0.19,9.51185138236441,9.61773694693409,8.47470313979528,10.0801263261946,2.7408400239252,4.40423689467643,-0.679635087148505,0.318682421289155,-Inf,3.84502810070851,0.588695329291933,-0.82098055206983,-1.66073120682165,-0.994252273343867
"ITF1.1910",79,"ITF1","ITF","Italy",0,0,0,16.2,81.7966995239258,42.3012809753418,13.9524223804474,1,1,0,1,1,0,0,1.79600000296768,688.1750125885,0.333212994039059,0.32802714779973,1.21556332707405,0,0,0,40.8600006103516,1,0,"Abruzzo",10832,"1910",0.769,1687,1875,0.133,1014,0.097,7.43070708254597,7.53636393840451,6.92165818415113,9.29025999515206,2.78501124223834,4.40423689467643,-1.09897337173358,-1.11465890634095,0.195207613025336,3.71015160432711,0.585561971532391,-0.262664309476493,-2.33304430047875,-2.01740615076038
"ITF2.1910",80,"ITF2","ITF","Italy",0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,0,0,0,33.7299995422363,0,0,"Molise",4461,"1910",0.781,568,631,0.12,349,0.099,6.34212141872115,6.44730586254121,5.85507192220243,8.40312823512826,2.68102152871429,4.40423689467643,-0.734688281734339,-0.740849832633078,-0.0740816822659861,3.51838763550215,0.610308906738013,-0.247180129142451,-2.31263542884755,-2.12026353620009
"ITF3.1910",81,"ITF3","ITF","Italy",1,1,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,0,1,0,10.1800003051758,1,10,"Campania",13671,"1910",0.527,6893,7663,0.237,2992,0.236,8.83826168288565,8.9441588309704,8.00369733909437,9.52303207993199,2.52572864430826,4.40423689467643,-1.21488605169678,-1.23211707753907,-Inf,2.32042504110035,0.606608416806571,-0.640554730440775,-1.44392347395653,-1.43969513784701
"ITF4.1910",82,"ITF4","ITF","Italy",1,4,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,0,1,0,22.8700008392334,0,10,"Puglia",19541,"1910",0.63,4478,4979,0.201,2152,0.168,8.4069317971587,8.51298434664218,7.67415292128168,9.88027010135994,2.41591377830105,4.40423689467643,-1.79501283630346,-1.8472889729395,-Inf,3.12982604473051,0.532978425498315,-0.462035459596559,-1.78379129957888,-1.60445037092306
"ITF5.1910",83,"ITF5","ITF","Italy",0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,0,1,0,33.2400016784668,0,0,"Basilicata",10073,"1910",0.768,839,933,0.128,474,0.104,6.73221070646721,6.83840520084734,6.16120732169508,9.21761385594268,2.51769647261099,4.40423689467643,-0.825361429034725,-0.845273715024895,-0.268715680891845,3.50375402048264,0.552159457492312,-0.263965545834465,-2.26336437984076,-2.05572501506252
"ITF6.1910",84,"ITF6","ITF","Italy",0,0,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,0,1,0,13,1,0,"Calabria",15222,"1910",0.669,2379,2644,0.211,1401,0.12,7.77443551030296,7.88004820097158,7.24494154633701,9.63049702882734,2.63905732961526,4.40423689467643,-2.01949197883043,-2.02504559522502,0.626340540478117,2.56494935746154,0.398239074528424,-0.401971218853909,-2.12026353620009,-1.55589714550607
"ITH1+ITH2.1910",85,"ITH1+ITH2","ITH","Italy",1,2,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento",13606,"1910",0.631,1040,1157,0.169,559,0.2,6.94697599213542,7.05358572719368,6.3261494731551,9.51826615090501,2.59151638484626,4.40423689467643,-0.694526548465671,0.375989516846427,-Inf,4.32472848095387,0.114667073073944,-0.460449416440924,-1.6094379124341,-1.77785656405906
"ITH3.1910",86,"ITH3","ITH","Italy",1,4,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,0,0,0,50.5699996948242,0,10,"Veneto",18407,"1910",0.602,6104,6786,0.213,2897,0.185,8.71669957296429,8.82261694534418,7.97143099776935,9.82048630603272,2.57261223020711,4.40423689467643,-0.743617789765759,-0.440571036105814,-Inf,3.92335850905717,0.614953940921983,-0.507497833673316,-1.68739945390381,-1.54646311327271
"ITH4.1910",87,"ITH4","ITH","Italy",1,1,0,12.9,81.7966995239258,45.9511575698853,13.2370929718018,0,1,0,1,1,0,0,1.92849999317679,184.400001525879,0.243386350572109,0.275057791848667,0,0,0,0,64.9599990844727,0,6,"Friuli-Venezia Giulia",7862,"1910",0.444,1919,2133,0.286,1110,0.271,7.5595594960077,7.66528471847135,7.01211529430638,8.96979630598181,2.55722731136763,4.40423689467643,-1.41310517817654,-1.29077405121747,-Inf,4.17377168175971,0.656742495128054,-0.811930716549912,-1.30563645810244,-1.25176346816228
"ITH5.1910",88,"ITH5","ITH","Italy",1,2,0,16.4,81.7966995239258,44.4758716159397,11.1928519142999,0,1,1,1,1,0,0,1.90844444492797,188.73333163725,0.558257490189539,0.566001759635077,0,0,1,0,53.2000007629395,1,7,"Emilia-Romagna",22453,"1910",0.586,7152,7951,0.239,2747,0.175,8.87514731685335,8.98105298590148,7.91826468609527,10.0191795145322,2.79728133483015,4.40423689467643,-0.582934971084457,-0.569158091887891,-Inf,3.97405841068857,0.646288483493622,-0.534435489405125,-1.74296930505862,-1.43129172705063
"ITI1.1910",89,"ITI1","ITI","Italy",1,5,0,14.8,81.7966995239258,43.6205657958984,10.9351135253906,0,1,1,1,1,0,0,1.73570000189068,282.249995422363,0.456850245594978,0.475174314714968,0,0,1,0,48.6500015258789,1,9,"Toscana",22987,"1910",0.516,6180,6870,0.301,2631,0.183,8.72907355045174,8.83491938521639,7.87511928104029,10.0426841177244,2.69462718077007,4.40423689467643,-0.783399631954248,-0.744073563920279,-Inf,3.88465183999643,0.551410791333989,-0.661648513500574,-1.69826912614072,-1.20064501423326
"ITI2.1910",90,"ITI2","ITI","Italy",0,0,0,15.9,81.7966995239258,42.8802890777588,12.4909434318542,0,0,1,0,1,0,0,1.95300004237442,402.450012207031,0.772439062595367,0.81086328625679,0.764520466327667,0,0,0,56.5,0,0,"Umbria",8464,"1910",0.7,1287,1431,0.172,584,0.128,7.16006920759613,7.26612877955645,6.36990098282823,9.04357715409808,2.76631910922619,4.40423689467643,-0.258202156693387,-0.209655813359592,-0.268506483104555,4.0342406381524,0.669366673591633,-0.356674943938732,-2.05572501506252,-1.76026080216868
"ITI3.1910",91,"ITI3","ITI","Italy",1,1,0,15.2,81.7966995239258,43.3292827606202,13.1688957214355,0,1,0,1,1,0,0,1.84275003041202,276.224996566773,0.311507262289524,0.318645246326923,0,0,0,0,50.6100006103516,1,10,"Marche",9401,"1910",0.677,2136,2375,0.19,1093,0.133,7.66669020008009,7.77275271646874,6.99668148817654,9.14857134557855,2.72129542785223,4.40423689467643,-1.16633262709534,-1.14367687549748,-Inf,3.92414919728589,0.611259037590867,-0.390084006069862,-2.01740615076038,-1.66073120682165
"ITI4.1910",92,"ITI4","ITI","Italy",1,1,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,0,0,0,33.060001373291,1,10,"Lazio",17232,"1910",0.51,5611,6238,0.214,1766,0.276,8.63248423575097,8.73841489716775,7.47647238116391,9.75452339939617,2.94443897916644,4.40423689467643,-1.08112346505614,-0.885807059291719,-Inf,3.49832413393223,0.663615366543999,-0.673344553263766,-1.28735441326499,-1.54177926396029
"NL11.1910",93,"NL11","NL1","Netherlands",0,0,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,0,0,0,97.6100006103516,0,0,"Groningen",2325,"1910",0.352,1096,1541,0.29,328,0.358,6.99942246750796,7.34018683532012,5.79301360838414,7.75147531802146,3.43398720448515,3.41729052483728,-1.98405888706003,-1.92529667757983,-0.211750461771831,4.58097995343984,0.344298669764993,-1.04412410338404,-1.02722229258144,-1.23787435600162
"NL12.1910",94,"NL12","NL1","Netherlands",0,0,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,0,0,0,97.6100006103516,0,0,"Friesland",3326,"1910",0.436,1252,1760,0.239,360,0.325,7.13249755166004,7.4730690880322,5.88610403145016,8.10952565975287,3.24259235148552,3.41729052483728,-1.36230444239939,-1.36241163734728,-0.43306624525985,4.58097995343984,0.218331994335895,-0.830113035633103,-1.1239300966524,-1.43129172705063
"NL13.1910",95,"NL13","NL1","Netherlands",0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,0,0,0,97.6100006103516,0,0,"Drenthe",2636,"1910",0.499,483,680,0.3,173,0.201,6.18001665365257,6.52209279817015,5.15329159449778,7.8770178956224,3.22684399451738,3.41729052483728,-1.23077520987814,-0.621094851656249,-0.888030619146067,4.58097995343984,0.0405019422358952,-0.695149183230618,-1.60445037092306,-1.20397280432594
"NL21.1910",96,"NL21","NL2","Netherlands",1,2,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,0,0,0,87.9000015258789,0,7,"Overijssel",3323,"1910",0.351,1404,1974,0.42,383,0.23,7.24708058458576,7.58781721999343,5.94803498918065,8.1086232683546,3.34638914516716,3.41729052483728,-1.0618227810379,-0.0561249056790459,-Inf,4.47619982205039,0.131320613692777,-1.04696905551627,-1.46967597005894,-0.867500567704723
"NL22.1910",97,"NL22","NL2","Netherlands",0,0,0,31.8,30.4867000579834,52.0100593566895,5.85492789745331,0,1,0,0,1,1,0,1.40450000669616,16.2499996423721,0.300113797187805,1.14105631411076,0.422081857919693,0,0,0,87.9000015258789,0,0,"Gelderland",4969,"1910",0.402,1939,2726,0.311,640,0.286,7.56992765524265,7.91059061225648,6.46146817635372,8.51097389160232,3.45946628978613,3.41729052483728,-1.20359355229173,0.131954424710888,-0.862556007644042,4.47619982205039,0.339681372329808,-0.911303190363116,-1.25176346816228,-1.1679623668029
"NL23.1910",98,"NL23","NL2","Netherlands",0,0,0,28.1,30.4867000579834,52.5467948913574,5.53886318206787,0,0,0,0,0,0,0,1.14100000913713,-4.69999980926514,0.563926160335541,0.56324166059494,0.540155291557312,0,0,0,87.9000015258789,0,0,"Flevoland (1960 - )",1413,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25347038268453,3.3357695763397,3.41729052483728,-0.572831957445916,-0.57404650564723,-0.615898603808159,4.47619982205039,0.13190507888794,NA,NA,NA
"NL31.1910",99,"NL31","NL3","Netherlands",1,1,0,42.9,30.4867000579834,52.1185150146484,5.20970010757446,0,0,0,0,1,0,0,1.33100000628895,13.1000003814697,0.654065072536469,0.722610414028168,0,0,1,0,89.9599990844727,0,6,"Utrecht",1382,"1910",0.24,954,1342,0.346,289,0.414,6.86066367144829,7.20191631753163,5.66642668811243,7.23128700432762,3.75887182593397,3.41729052483728,-0.424548433183428,-0.324885048487355,-Inf,4.49936511691407,0.285930544137956,-1.42711635564015,-0.881889305156823,-1.06131650392441
"NL32.1910",100,"NL32","NL3","Netherlands",1,1,1,39.7,30.4867000579834,52.4982670375279,4.84458405630929,0,0,0,1,1,0,0,1.60142854802275,0.700000030653817,0.227332333368914,0.222881772688457,0,0,0,0,89.9599990844727,0,6,"Noordholland",2664,"1910",0.138,5366,7545,0.372,1108,0.49,8.58783803098557,8.92864037120195,7.01031186730723,7.88758403166028,3.68135118769314,3.41729052483728,-1.48134230848693,-1.50111381542674,-Inf,4.49936511691407,0.470896073413166,-1.98050159382493,-0.713349887877465,-0.988861424708991
"NL33.1910",101,"NL33","NL3","Netherlands",1,2,0,33.3,30.4867000579834,52.0063692728678,4.50216102600097,0,1,0,1,1,0,0,1.36999998943934,0.233333269755045,0.197504966209332,0.234368157883485,0,0,0,0,89.9599990844727,0,6,"Zuidholland",2806,"1910",0.166,5633,7921,0.366,1391,0.468,8.63639743889471,8.97727273946428,7.23777819192344,7.93951526066241,3.5055573969864,3.41729052483728,-1.62199154959339,-1.45086207571405,-Inf,4.49936511691407,0.314810732131523,-1.79576749062559,-0.75928698306449,-1.00512194558077
"NL34.1910",102,"NL34","NL3","Netherlands",0,0,0,25.4,30.4867000579834,51.4020881652832,3.7931078672409,0,1,0,1,1,0,0,1.06449999727363,-0.25,0.0630036499351263,0.0566021166741848,0.367343485355377,0,0,0,89.9599990844727,0,0,"Zeeland",1784,"1910",0.502,840,1181,0.209,233,0.289,6.73340189183736,7.07411681619736,5.4510384535657,7.48661331313996,3.23474917402449,3.41729052483728,-2.7645626187906,-2.87170889740185,-1.00145794123568,4.49936511691407,0.0625052027902228,-0.689155159290408,-1.2413285908697,-1.56542102701733
"NL41.1910",103,"NL41","NL4","Netherlands",0,0,0,30.4,30.4867000579834,51.564266204834,5.15128910541535,0,1,0,1,1,0,0,1.3450000064482,16.4500000476837,0.178799491375685,0.847156152129173,0.435555785894394,0,0,0,85.6900024414062,0,0,"Noordbrabant",4914,"1910",0.418,2234,3141,0.347,623,0.235,7.71154897962915,8.05229649953865,6.43454651878745,8.49984355308112,3.41444260841218,3.41729052483728,-1.72149026090178,-0.165870242255807,-0.831132394694818,4.45073616117217,0.296394017848003,-0.872273846457381,-1.44816976483798,-1.05843049903528
"NL42.1910",104,"NL42","NL4","Netherlands",1,1,0,27.1,30.4867000579834,51.2032814025879,5.92319679260254,0,1,0,0,0,1,0,1.56166668832337,47.9666678110759,0.0809902660548687,1.51891855398814,0,0,0,0,85.6900024414062,0,6,"Limburg",2148,"1910",0.42,1238,1741,0.341,332,0.239,7.12125245324454,7.46221493976819,5.80513496891649,7.67229245562876,3.29953372788566,3.41729052483728,-2.51342630369307,0.417998603998474,-Inf,4.45073616117217,0.445753640889962,-0.867500567704723,-1.43129172705063,-1.07587280169862
"AT11.1925",1,"AT11","AT1","Austria",0,0,0,15.1,70.513298034668,47.5082105000814,16.4922383626302,0,1,0,0,0,0,0,1.88166666858021,223.166669209798,0.125508718192577,2.9036869208018,0.693312247594198,0,0,0,90.620002746582,1,0,"Burgenland",3962,"1925",0.686,520,563,0.194,288,0.12,6.25382881157547,6.33327962813969,5.66296048013595,8.2845042272585,2.71469474382088,4.25580131663606,-2.07538005515313,1.06598128150942,-0.366274807541094,4.50667496954778,0.632157909950456,-0.376877651256252,-2.12026353620009,-1.63989711991881
